orf_name,replicate_1_PAS_nuc,replicate_2_PAS_nuc
YDR068W,584753,584753
YOR267C,822385,822367
YMR239C,748106,748106
YGL237C,52542,52542
YLL026W,91491,91485
YJL127C-B,181216,181219
YCL049C,39686,39701
YLR315W,765338,765338
YER159C,491486,491492
YHR211W,528805,528806
YDL045W-A,372726,372726
YPR140W,815564,815564
YKL134C,188988,188991
YNL257C,160646,160642
YDR518W,1480260,1480145
YDR227W,921887,921887
YNL209W,254095,254095
YDR468C,1397900,1397900
YAL044W-A,57901,57901
YOR323C,921538,921538
YJL012C,411253,411253
YNL079C,478453,478453
YNL015W,605835,605835
YIR036C,421950,421950
YOR014W,360193,360193
YOR045W,414217,414217
YGL166W,192017,192001
YKL186C,92622,92622
YGR273C,1038761,1038748
YBR085C-A,418571,418571
YOL023W,280253,280268
YNR055C,728257,728262
YKL060C,326414,326414
YNR044W,705874,705874
YDR363W-A,1202649,1202649
YCR083W,260124,260127
YIL007C,342857,342857
YBR153W,548281,548259
YNL165W,325227,325227
YAL037C-A,73435,73435
YPL001W,555823,555823
YMR060C,391453,391453
YGR092W,670104,670105
YKL059C,327929,327929
YJL131C,164172,164082
YLR027C,196696,196867
YLL007C,134049,134169
YLL031C,77087,77087
YJL171C,99405,99405
YGL115W,293007,293010
YFR034C,225041,225041
YBR087W,424814,424814
YKL209C,42155,42155
YEL054C,52451,52448
YJR123W,652794,652794
YJR014W,462462,462462
YNL204C,258459,258459
YLR106C,348865,348865
YPL010W,535727,535866
YPL156C,255726,255719
YGL178W,170563,170566
YPL162C,243113,243110
YFL011W,113982,113982
YBL104C,18177,18177
YBR131W,499419,499419
YLR087C,306678,306680
YFL029C,77937,77937
YJL144W,146849,146849
YOL017W,294822,294762
YBR274W,751331,751331
YGL226C-A,72625,72620
YGL210W,94649,94649
YIL041W,277565,277565
YOR131C,572038,572038
YOL013W-A,301389,301389
YMR281W,833380,833380
YOL045W,246855,246871
YGR284C,1060480,1060480
YER051W,256399,256400
YPL245W,87050,87050
YGL124C,274608,274626
YGR174C,845668,845672
YGR205W,910229,910229
YGL159W,204084,204084
YPL096W,368105,368112
YFL005W,131185,131185
YMR059W,391645,391645
YHR193C,487591,487591
YGL104C,308611,308611
YJR008W,453579,453698
YGL234W,58884,58884
YKR052C,532229,532228
YDL066W,336312,336313
YKL015W,411626,411627
YBR260C,732447,732447
YHR107C,326635,326635
YKR023W,485116,485019
YMR105W-A,478192,478225
YNR033W,690119,690120
YHL042W,16480,16480
YDL159W,174193,174193
YLR330W,789870,789872
YLR063W,265626,265626
YDL093W,292341,292507
YDL052C,362564,362656
YNL024C,586987,587094
YCR010C,132194,132194
YBR231C,682058,682234
YDR270W,1008979,1008979
YKL055C,335207,335207
YDL067C,333933,333932
YMR209C,685767,685767
YHR122W,354548,354548
YOL135C,69410,69410
YGR154C,796607,796607
YBR201C-A,624157,624157
YKL084W,281040,281032
YPR005C,565488,565474
YLR351C,829309,829313
YER090W,339492,339482
YOL142W,56253,56260
YMR310C,895744,895744
YPL164C,238983,238983
YGL117W,289339,289348
YOR113W,536791,536794
YBR086C,420020,420020
YNL031C,575433,575433
YDR082W,612111,612113
YPL140C,287232,287359
YIL161W,40160,40160
YGL213C,90057,90057
YOR373W,1039412,1039412
YLR070C,273992,274131
YFR007W,160526,160511
YPR101W,731285,731285
YOR204W,725077,725077
YJR056C,541731,541716
YDL133C-A,221528,221538
YDL012C,430929,430929
YOR249C,798555,798555
YCL014W,101318,101326
YJL096W,246997,246997
YMR175W,611451,611451
YNL058C,515674,515732
YDL177C,141062,141216
YOR023C,376002,375980
YGL138C,248493,248493
YNL005C,621189,621186
YER177W,546513,546513
YJL061W,322284,322359
YMR170C,601266,601269
YER013W,182321,182321
YGL063W,385066,385066
YPR180W,897007,897014
YOR219C,751989,751989
YDR497C,1443666,1443682
YGR252W,998331,998331
YGR122W,735459,735459
YHR007C-A,122519,122524
YGR217W,930779,930794
YFR019W,191379,191369
YBR021W,283515,283515
YDR003W,454992,454992
YGL016W,465119,465119
YDL109C,265278,265278
YPL134C,298433,298433
YOR138C,584307,584307
YLR360W,847569,847582
YDL198C,103489,103616
YOR315W,906236,906236
YDR122W,698061,698061
YPL216W,147398,147398
YER074W,307392,307392
YHL013C,77286,77287
YAL032C,83260,83263
YDL130W-A,229614,229614
YNL128W,383564,383564
YCR075C,247855,247855
YCL057C-A,23921,23940
YMR163C,584306,584306
YNL196C,270215,270373
YBL008W-A,209642,209642
YHR146W,392093,392093
YKL201C,63766,63766
YMR085W,438817,438864
YOR034C-A,397344,397344
YGR085C,648245,648275
YDR100W,655528,655528
YLR385C,893081,893081
YOR321W,918285,918304
YPR138C,810908,810908
YOR205C,725449,725337
YNL300W,66217,66209
YJL059W,326337,326289
YPL191C,183511,183498
YDR126W,704445,704445
YGL228W,69391,69391
YKL098W,257852,257852
YML076C,112217,112217
YGR240C,970587,970587
YDL168W,160767,160762
YGR128C,747797,747797
YPL215W,148623,148555
YOL054W,229830,229830
YMR220W,713913,713912
YHR124W,358359,358359
YHR086W,279819,279819
YJL057C,328097,328097
YDR260C,976372,976372
YGL015C,465119,465119
YPL107W,349955,349955
YDR421W,1315176,1315178
YIR034C,419575,419633
YDR532C,1499235,1499373
YKR017C,471411,471411
YER030W,214066,214066
YEL033W,86685,86685
YGR202C,903512,903495
YOR180C,674270,674270
YLR259C,663150,663150
YNL023C,588099,588099
YLL002W,147575,147575
YLR419W,962814,962814
YLR026C,195335,195327
YLR431C,1000081,1000081
YBR098W,443694,443694
YHR160C,419222,419198
YMR035W,341880,341876
YOL091W,147117,147116
YOR206W,729662,729648
YNR068C,759922,759928
YAL020C,113622,113621
YPR121W,780205,780205
YDL130W,230668,230668
YBR255W,726687,726675
YGR141W,771985,772164
YFL048C,38777,38777
YOR185C,681462,681462
YJL003W,433114,433288
YNL317W,42104,42104
YBR200W-A,623052,623052
YPR157W,842716,842723
YPR030W,631200,631200
YNL069C,493753,493747
YPL034W,487274,487399
YMR253C,775997,775997
YLR424W,975646,975646
YLR301W,731635,731749
YDR177W,817618,817618
YDL111C,263221,263221
YDR451C,1360911,1360911
YOR232W,775444,775445
YKL138C,185232,185232
YHR081W,268272,268359
YBR281C,764957,764957
YKL005C,432979,432964
YLR173W,504580,504583
YKL156W,159390,159390
YPL122C,319194,319194
YFR025C,203665,203667
YLR283W,706083,706234
YBR191W,607305,607311
YDR539W,1513586,1513586
YDR005C,456700,456581
YNL315C,43214,43214
YOR083W,480402,480402
YER058W,272235,272235
YNL147W,351402,351402
YKR037C,510845,510845
YIL127C,116788,116788
YDR524W-C,1489410,1489410
YIL104C,170001,170006
YKR011C,461585,461584
YNL194C,272630,272630
YIL138C,88910,88910
YKR083C,596243,596243
YJR106W,627206,627206
YHR134W,372689,372708
YBL066C,96548,96548
YHR183W,472499,472491
YDL077C,316829,316829
YGR267C,1024957,1024957
YLR273C,688973,688977
YGL151W,221115,221115
YOR192C,698823,698823
YIL164C,34063,34172
YNL328C,22448,22448
YDR303C,1068561,1068556
YDR064W,580454,580453
YNR048W,712972,712972
YLR108C,366525,366608
YBR197C,615136,615122
YJL183W,85365,85391
YLR064W,266387,266387
YKL215C,26699,26699
YDR030C,501805,501805
YBL074C,86784,86784
YML079W,110827,110827
YGL246C,37468,37468
YNL145W,352727,352727
YLR401C,922334,922334
YJR140C,690572,690573
YCR084C,259947,259883
YGL022W,454676,454827
YNL154C,343478,343478
YOR298W,876962,876962
YGL020C,457163,457166
YDR314C,1090258,1090098
YPL092W,375198,375198
YOR154W,626744,626749
YGL164C,191992,191822
YPR120C,773872,773872
YLR024C,187607,187607
YBR034C,304713,304723
YIL083C,203472,203472
YHR172W,451072,451072
YDR232W,929309,929319
YOR291W,865726,865725
YFL012W,111125,111125
YER186C,561428,561427
YER106W,373290,373232
YDR118W,688159,688135
YOL139C,60248,60247
YBL026W,171220,171217
YNL236W,210016,210040
YBR239C,698231,698239
YPR009W,577379,577379
YDL092W,293270,293267
YDL236W,33500,33500
YIL110W,157226,157226
YDR261C,977384,977486
YBR063C,366974,366974
YCR047C,210463,210616
YHL015W-A,74837,74833
YBR247C,712813,712901
YPR018W,596431,596434
YAR003W,156316,156316
YDL099W,284438,284438
YGR129W,751247,751235
YER142C,455025,455033
YGL062W,388847,388695
YOR360C,1013185,1013194
YBR295W,796700,796700
YJL050W,345728,345714
YOR369C,1028013,1028018
YMR304W,878914,878914
YKL038W,369343,369343
YNL318C,38683,38690
YMR021C,316887,316888
YJR131W,669507,669507
YDR428C,1323351,1323339
YOR295W,870142,870152
YOR256C,808196,808196
YHR020W,146087,146079
YJL132W,164172,164082
YGR281W,1057394,1057394
YDR406W,1283960,1283960
YGR207C,910650,910640
YLR389C,899389,899394
YNL292W,84173,84173
YER003C,157620,157626
YGL252C,25638,25638
YPR118W,769077,769077
YHR004C,111459,111459
YGL002W,495378,495378
YJR138W,689563,689563
YBR010W,256949,256972
YCR095W-A,289873,289873
YKL216W,26517,26517
YOR229W,770058,770059
YBL057C,112701,112701
YBR125C,487152,487152
YIL134C-A,96424,96424
YJL208C,40008,40014
YNL081C,475944,475939
YDL155W,178135,178135
YPL217C,139511,139511
YMR100W,468421,468421
YLR179C,513970,513970
YKL145W,175818,175818
YPL032C,488472,488450
YLL009C,131074,131102
YMR188C,636216,636216
YMR020W,317060,317060
YMR177W,618235,618251
YEL026W,102355,102410
YIL067C,235729,235729
YKR088C,604408,604408
YJL133W,161664,161664
YPL057C,451814,452006
YHR021W-A,149590,149590
YDL237W,32017,32016
YMR230W,733267,733267
YHR141C,381816,381816
YGL003C,492371,492371
YLL058W,25346,25337
YKL004W,436958,436958
YDR533C,1501326,1501326
YHR137W,377376,377365
YFR012W,168531,168523
YGR017W,524705,524705
YOL141W,58585,58444
YJR094C,604541,604529
YDR358W,1191929,1191806
YOL008W,311188,311188
YAL064W,21752,21752
YJL037W,377386,377387
YKL016C,407393,407378
YBR166C,569671,569671
YPL061W,434281,434281
YNL193W,276186,276043
YDL112W,263418,263418
YIR010W,377245,377245
YDR461W,1385410,1385412
YLR446W,1026841,1026841
YPL213W,151312,151315
YNL118C,402547,402556
YKL160W,153838,153838
YPL007C,541926,541926
YPL132W,302679,302679
YPR115W,758396,758396
YDL036C,387392,387380
YLR406C,930921,930921
YFR042W,239135,239135
YHL011C,80566,80566
YJR010W,458155,458155
YPL112C,337327,337327
YCR081W,258617,258617
YLL034C,70462,70462
YNR007C,638941,638924
YMR004W,275710,275710
YJL023C,397300,397300
YGR282C,1057597,1057586
YML078W,111673,111673
YMR078C,422399,422399
YLR214W,570815,570850
YNR031C,680671,680671
YDL191W,118708,118708
YLR029C,201756,201756
YGR147C,785948,785957
YOR374W,1041586,1041457
YPR084W,708546,708546
YPL194W,181380,181378
YGL081W,358313,358312
YDR479C,1415102,1415108
YPL218W,139511,139511
YOR245C,793992,793992
YNL306W,58819,58820
YBR284W,773777,773777
YMR212C,690508,690508
YJL045W,357941,357854
YNL264C,145513,145513
YDR346C,1166880,1166880
YDR084C,613324,613194
YLR390W,903576,903576
YML037C,204324,204466
YPR181C,897219,897219
YGR095C,675630,675630
YGL060W,392231,392221
YLR297W,724715,724744
YBL059W,111414,111414
YKL092C,265917,265917
YDR412W,1295571,1295571
YNL167C,319232,319238
YJL030W,388421,388404
YDR429C,1324443,1324443
YLR085C,300643,300493
YGR181W,858733,858733
YER185W,560376,560376
YLR125W,393903,393903
YMR126C,520772,520772
YPR102C,731048,731048
YHL043W,15395,15395
YDR320C-A,1108290,1108301
YOR222W,759190,759190
YBR158W,558430,558428
YNL272C,126696,126702
YNL162W-A,330833,330823
YCR024C-B,162584,162584
YDR212W,889070,889070
YPL255W,69023,69036
YLR382C,881867,881868
YML004C,261578,261578
YPR202W,943896,943896
YCR086W,264078,264078
YER157W,487366,487331
YKL190W,83758,83758
YCL030C,65841,65842
YNL021W,595646,595646
YDR042C,540483,540502
YNL304W,61596,61596
YJR059W,548358,548521
YLR115W,380740,380740
YER031C,213870,213870
YPL041C,474931,474931
YBL032W,161577,161433
YJR124C,652794,652794
YKL187C,89135,89148
YOR253W,805116,805117
YDR104C,661168,661225
YML077W,112384,112384
YML127W,19059,18998
YER080W,321879,321879
YHL007C,95075,95075
YLR023C,185517,185467
YJR013W,461564,461564
YLR453C,1041788,1041788
YLR097C,336222,336222
YDR054C,561047,561047
YDR020C,485823,485820
YPR134W,798984,798984
YJR068W,568825,568825
YHR194W,490640,490640
YBL028C,167388,167388
YOR389W,1076464,1076454
YKL096W,261870,261870
YHR034C,176953,176953
YLR372W,868531,868531
YMR094W,457346,457346
YPR040W,648489,648492
YLR100W,343019,343023
YNL166C,322134,322134
YHR012W,130649,130730
YIL060W,246867,246879
YGR081C,643104,643104
YLR346C,822232,822232
YIL158W,47004,47004
YBR056W,349329,349329
YIL144W,80262,80262
YJR103W,622455,622548
YBL076C,81001,81001
YFR057W,269445,269445
YMR300C,865562,865576
YGL006W-A,485518,485518
YEL016C,124567,124571
YGR270W,1031526,1031526
YAR027W,184614,184614
YOL081W,180529,180529
YBL035C,151480,151480
YKR093W,617769,617769
YER017C,189310,189325
YKL029C,382678,382679
YOR313C,901874,901916
YMR040W,350842,350842
YFR006W,157743,157743
YJL054W,335882,335886
YML016C,239272,239279
YLR210W,563607,563607
YLR378C,875629,875628
YDR098C,644186,644186
YMR214W,696638,696639
YLR142W,426819,426819
YMR041C,350814,350827
YPL175W,220221,220220
YMR054W,386059,386059
YJR047C,524846,524846
YLR133W,410158,410158
YFL013C,107626,107626
YBL050W,126263,126088
YDR381C-A,1238167,1238238
YER171W,529576,529578
YPR185W,909786,909793
YFR031C,216633,216643
YDR234W,933258,933258
YKL075C,292690,292690
YCL050C,37806,37806
YMR049C,368094,368094
YLR084C,296476,296475
YJL118W,192457,192457
YNL310C,51800,51800
YMR255W,778727,778726
YKL157W,158443,158467
YOR046C,414383,414383
YLR178C,513185,513185
YGR233C,954522,954522
YDR362C,1196570,1196570
YHR025W,160621,160507
YMR196W,658506,658506
YGR060W,611728,611728
YML051W,172979,172979
YLR266C,675618,675682
YDR465C,1393194,1393192
YDR371W,1220985,1221000
YHR116W,342349,342349
YOR236W,781648,781648
YDR137W,730455,730455
YAL013W,130659,130484
YJR153W,723836,723836
YHR085W,277865,277864
YGL232W,63088,63088
YJR049C,526713,526713
YGL021W,457163,457166
YPR045C,654983,654980
YOR004W,334467,334467
YMR027W,327274,327274
YBR253W,723760,723763
YOR108W,524904,524903
YLR347C,823621,823621
YJL072C,305136,305136
YGR008C,507959,507959
YMR295C,858060,858060
YDR240C,943622,943622
YEL067C,26154,26149
YEL021W,116899,116899
YDL065C,336312,336313
YLR009W,167203,167203
YLR309C,749078,749079
YGL026C,446277,446414
YLR083C,293843,293854
YPR108W-A,744493,744494
YBL001C,237114,237120
YER044C,237453,237465
YLR344W,820224,820221
YBR173C,581551,581675
YOR290C,855166,855166
YHR159W,419334,419338
YJR082C,581610,581610
YER077C,314362,314378
YLR038C,224528,224528
YNL152W,347718,347548
YJL020C,398781,398777
YHR064C,225413,225413
YOR079C,473357,473373
YKL126W,207869,207869
YDR481C,1418392,1418392
YGL128C,269086,269078
YOR149C,609457,609457
YDR307W,1077780,1077780
YPL187W,194222,194188
YGL040C,419342,419342
YDL175C,144335,144338
YHR070W,236640,236640
YDR339C,1149773,1149858
YLR069C,271543,271668
YHR121W,353345,353345
YDR258C,971720,971720
YML073C,123110,123110
YGR206W,910791,910792
YDR378C,1229247,1229247
YPL230W,116496,116496
YPL266W,40214,40227
YJL073W,305136,305136
YMR008C,280202,280213
YPL157W,255917,255917
YBR256C,727313,727313
YKR058W,554635,554635
YNL077W,483067,483067
YDR282C,1023229,1023215
YMR048W,368094,368094
YGL108C,303395,303395
YIL085C,200348,200336
YIL128W,116925,116927
YKR029C,497485,497485
YBR270C,742816,742816
YLR189C,530642,530642
YLR239C,616076,616256
YDL231C,38722,38723
YPL177C,213011,213011
YHR072W,241369,241369
YCL009C,104465,104465
YFR009W,164789,164770
YKR056W,551479,551479
YHL015W,76078,76078
YBR071W,381287,381289
YPL024W,504429,504429
YOR104W,518499,518499
YPR054W,667508,667544
YJR113C,638165,638174
YCR079W,254367,254367
YNL097C-B,440581,440581
YGL097W,323275,323268
YML098W,77957,77957
YGR047C,586362,586362
YDL027C,403694,403694
YPR048W,661166,661120
YIR007W,372944,372944
YMR105C,475757,475759
YKR100C,638785,638785
YDR403W,1276175,1276175
YDR531W,1499502,1499502
YDR395W,1266321,1266321
YOR272W,834254,834254
YMR016C,303049,303047
YOR051C,424647,424647
YGR120C,729963,729962
YPR200C,939243,939243
YMR022W,319199,319199
YER091C,339613,339616
YLR144C,429576,429584
YLL049W,41396,41396
YDL232W,38916,38916
YBL106C,10772,10772
YOL059W,218654,218654
YML108W,55317,55340
YFR021W,196338,196338
YOR239W,786905,786904
YML015C,241780,241780
YHR178W,461728,461733
YBL003C,235165,235163
YCL040W,52519,52518
YLR224W,587756,587756
YHR021C,147702,147687
YOL042W,251232,251228
YLR287C-A,712310,712361
YMR226C,721590,721626
YDR353W,1184425,1184426
YGL181W,159219,159215
YPR196W,933008,933008
YNL227C,220670,220659
YDL045C,372575,372575
YGR024C,531697,531778
YGL233W,61870,61868
YDR522C,1483762,1483751
YML100W-A,70687,70685
YCL005W,108831,108831
YOR028C,383439,383439
YGR044C,582799,582799
YAL034C,80736,80736
YDR380W,1236156,1236156
YNR015W,654671,654726
YAL021C,110661,110677
YBR096W,436695,436695
YNR052C,719286,719286
YKL045W,355167,355195
YGR087C,651273,651290
YML009C,251133,251106
YGR062C,616349,616349
YML018C,234581,234581
YDL159W-A,172301,172301
YMR210W,688837,688835
YDR143C,741945,741777
YGL055W,400445,400445
YPR169W,880115,880115
YLL008W,134049,134169
YIL090W,195401,195414
YOR095C,503448,503439
YGL161C,199124,198999
YBR139W,517151,517149
YMR211W,690573,690573
YDL180W,137651,137656
YBL064C,100378,100378
YHL012W,80395,80395
YOR367W,1026637,1026637
YJR079W,581261,581261
YLR454W,1051937,1051937
YBL061C,105167,105123
YHR144C,387706,387706
YKL017C,405212,405212
YFR013W,172501,172509
YPL192C,182719,182707
YLR377C,873825,873818
YOR382W,1060110,1060110
YJL035C,380118,380118
YGL035C,431345,431337
YOR106W,520148,520004
YLR343W,817741,817741
YLR204W,552811,552811
YPR168W,878711,878724
YEL065W,29716,29716
YML034W,212389,212406
YMR251W,773969,774004
YML010W,251133,251106
YDR516C,1475017,1475017
YIL118W,140529,140700
YKL021C,397358,397358
YAL047C,54953,54975
YHR156C,411295,411295
YHR011W,129243,129252
YDL226C,50807,50801
YBR233W,684745,684755
YIL148W,69535,69527
YDL031W,397246,397246
YIL084C,202317,202317
YIL088C,197914,197914
YOR268C,825448,825448
YGL054C,400571,400571
YJR135W-A,677314,677314
YKL165C,137791,137791
YPL058C,445561,445561
YOR078W,473357,473373
YMR055C,386059,386059
YPR117W,767488,767488
YNL038W,557956,557956
YKL072W,302066,302056
YGL175C,173345,173345
YDR101C,655528,655528
YDR117C,683805,683805
YER022W,201062,201069
YER037W,226859,226855
YJL154C,131024,131024
YJL178C,89111,89105
YKR046C,524003,524157
YLL015W,121098,121081
YLR451W,1038857,1038857
YMR010W,286454,286440
YOL073C,193791,193791
YLR430W,1000279,1000279
YOR118W,548709,548709
YGR236C,962550,962554
YOL015W,298844,298844
YDR382W,1240011,1239980
YKL162C,147448,147482
YMR123W,514069,514069
YKL129C,196203,196343
YOR319W,913539,913539
YHR069C,233460,233460
YFL047W,42585,42585
YGR126W,746530,746530
YAL035W,79502,79502
YML130C,11313,11313
YOR378W,1051141,1051139
YKL034W,374196,374183
YER076C,312432,312433
YML075C,115495,115577
YCL012C,101137,101137
YOR244W,793992,793992
YPL137C,292643,292660
YLR143W,429711,429734
YHR120W,352571,352469
YBR092C,427603,427735
YMR015C,300731,300731
YLL042C,52006,52060
YJR155W,728363,728330
YPL263C,44573,44573
YPL091W,377103,377103
YIL137C,89959,89959
YDL144C,198670,198670
YPL067C,425084,425084
YAR002W,153942,153942
YPL145C,278361,278361
YMR272C,809489,809489
YDR033W,509439,509439
YLR459W,1058523,1058523
YOL053W,231258,231258
YOR071C,459231,459231
YCR048W,213838,213838
YDR115W,682699,682699
YOL044W,248376,248376
YDR418W,1302260,1302260
YBL006C,216355,216355
YGL139W,248493,248493
YJR058C,544753,544601
YNR040W,700596,700607
YPR152C,831788,831782
YCR012W,139175,139174
YOR381W,1057853,1057840
YDR296W,1056004,1056004
YBR108W,457903,457903
YML026C,222744,222736
YNL233W,214619,214619
YPR021C,600678,600678
YBL091C-A,46657,46657
YCR030C,173702,173702
YMR005W,277314,277314
YDR540C,1516769,1516778
YKL128C,200746,200746
YKL192C,80060,80060
YJL149W,139501,139485
YHL002W,104082,104107
YPR036W,645406,645443
YDR181C,825813,825813
YML119W,31791,31676
YBL029W,167180,167180
YBR255C-A,726500,726500
YBR222C,666705,666705
YDR370C,1217800,1217800
YDR351W,1181488,1181488
YGR250C,991101,991101
YDR204W,859365,859359
YBL091C,47354,47354
YDR243C,948426,948426
YDL063C,338032,338032
YCL055W,29059,29059
YHR143W-A,387706,387706
YKL141W,180329,180329
YGR074W,636393,636389
YCL063W,18598,18598
YLR243W,625173,625173
YDL122W,245041,245041
YFL034C-A,64250,64250
YBR014C,266579,266579
YPL138C,291307,291307
YBR233W-A,685520,685520
YLL061W,19829,19828
YMR095C,457346,457346
YJR139C,689301,689325
YDL241W,21320,21323
YLR435W,1007191,1007191
YLL032C,73985,73985
YFR028C,208317,208317
YGR030C,545545,545545
YKR103W,656726,656726
YOL052C,232258,232258
YLR099W-A,341609,341609
YBR160W,560992,560992
YMR271C,806735,806735
YBL015W,195722,195703
YGR255C,1002554,1002554
YKL026C,389228,389228
YMR058W,390868,390868
YHR059W,220586,220607
YER006W,164380,164308
YGR130C,751247,751235
YDR390C,1254894,1254894
YDR218C,903740,903740
YKL022C,394617,394580
YIL122W,131781,131781
YIL125W,125897,125897
YDR392W,1259876,1259876
YHR046C,197132,197132
YKL217W,24157,24140
YMR218C,703311,703312
YKL100C,253398,253398
YOR048C,418460,418460
YBR188C,603471,603471
YLR417W,956734,956734
YGR257C,1006163,1006163
YJR086W,586413,586413
YIR042C,435150,435150
YDR093W,636264,636263
YLR452C,1039020,1039020
YKR045C,523284,523394
YDL205C,92573,92573
YLR028C,199403,199402
YLL053C,35480,35480
YBR110W,460418,460418
YHR170W,445481,445481
YPR093C,719311,719309
YER087C-B,332444,332444
YGR222W,940941,940941
YBL002W,237114,237120
YMR319C,912707,912707
YIR037W,423796,423618
YGR083C,644727,644711
YMR224C,718450,718449
YNL086W,466886,466886
YGR100W,693260,693260
YKL033W-A,375250,375250
YOR306C,889860,889860
YJL083W,280649,280649
YDR462W,1386681,1386681
YPR151C,831064,831064
YCL045C,44610,44610
YJR069C,568641,568641
YNL326C,27157,27157
YOL131W,73360,73360
YHR202W,504303,504292
YIL038C,279902,279899
YLR012C,170025,170044
YDR384C,1241012,1241012
YDR456W,1369425,1369423
YIL115C,144231,144231
YOR292C,865551,865561
YNL088W,462195,462195
YBR150C,541110,541110
YIL061C,244707,244707
YHL035C,27820,27820
YPL096C-A,366396,366396
YLR131C,404534,404534
YGR123C,736582,736583
YGR210C,913502,913502
YDR007W,462706,462701
YIL037C,283126,283126
YPR113W,752991,752997
YJL052W,339358,339359
YGR283C,1058898,1058898
YKL159C,153650,153650
YML019W,234775,234775
YCR023C,158262,158262
YLR033W,210513,210513
YJL160C,117813,117802
YLR381W,881867,881868
YNL249C,179270,179270
YPL098C,364240,364240
YGL070C,374178,374178
YOR161C-C,639172,639172
YKL011C,420118,420118
YGR161W-C,810686,810851
YDR398W,1269589,1269589
YCR059C,223249,223239
YKL090W,273425,273425
YNL271C,129433,129414
YGL141W,241137,241137
YKL035W,371484,371484
YJR043C,516271,516271
YIR006C,365289,365286
YJR041C,510094,510094
YPL244C,86867,86824
YAL034W-A,80736,80736
YHR075C,248319,248372
YHR022C-A,151225,151254
YML120C,28026,28026
YLR323C,778093,778093
YDR332W,1133182,1133182
YLL054C,32252,32279
YNR030W,680671,680671
YHR199C,497507,497507
YPL048W,465749,465751
YPR194C,924206,924365
YHR216W,556062,556055
YHR071W,237678,237680
YLR295C,721797,721797
YBL045C,133786,133801
YDR536W,1509772,1509773
YPL014W,528986,528986
YDR035W,523151,523151
YPL253C,70909,70909
YOR287C,850834,850834
YNL050C,534103,534090
YJL180C,87501,87501
YGR171C,840667,840667
YBL023C,174754,174854
YPR097W,728835,728835
YIL046W-A,268498,268374
YOR153W,624398,624398
YGR020C,526783,526875
YNL074C,486624,486624
YGL186C,150936,150936
YMR307W,888903,888903
YOR210W,738834,738834
YKR064W,565176,565158
YJR034W,497139,497139
YOR370C,1029090,1029078
YLR242C,622937,622937
YGL136C,252982,252982
YDR060W,573746,573746
YBL081W,72934,73121
YOL019W,290746,290746
YCR014C,139175,139174
YDR449C,1357622,1357606
YIL102C,174565,174565
YHR022C,149590,149590
YER064C,282532,282532
YPR173C,886533,886539
YBR213W,651367,651367
YPL088W,383017,383017
YDR324C,1114310,1114310
YIL029C,300817,300817
YOR143C,601263,601263
YBR005W,246652,246650
YGR065C,618072,618072
YFR029W,212961,212962
YGR196C,889653,889641
YJR089W,590717,590717
YAR002C-A,153942,153942
YFR035C,226121,226115
YCL057W,27134,26970
YML114C,42092,42092
YOR195W,715659,715659
YNL110C,417662,417662
YJL103C,228778,228778
YER122C,402805,402805
YOR214C,745617,745604
YJL101C,234157,234165
YNL270C,135913,135913
YGL080W,359240,359234
YJL166W,106941,106941
YAL037W,74759,74759
YKL019W,403528,403528
YLR447C,1026646,1026646
YNL273W,126696,126702
YDL182W,134857,134866
YHR152W,402133,402161
YDL101C,280148,280148
YKR084C,597055,597062
YDL002C,446778,446783
YPR049C,660989,660989
YJL008C,419821,419821
YGR009C,509006,509006
YCL034W,62857,62857
YDR409W,1292353,1292353
YDL100C,281977,282129
YNL188W,287604,287604
YLL056C,27249,27249
YDR013W,473871,473875
YDR041W,540653,540653
YOR096W,506848,506848
YPR025C,613230,613230
YNL178W,303496,303496
YNL066W,503033,503036
YOR060C,440283,440252
YHR209W,520246,520246
YJL196C,67719,67811
YNR067C,755575,755573
YOR213C,744137,744137
YPR026W,618962,618962
YOR381W-A,1058594,1058588
YDR263C,994144,994307
YMR309C,892610,892610
YOR298C-A,876962,876962
YGL099W,316529,316529
YDL015C,425716,425721
YGL185C,153033,153060
YPR089W,716057,716057
YDR439W,1341005,1341005
YLR044C,232249,232251
YLR103C,343994,343994
YKR087C,603011,603011
YER114C,390179,390178
YCR011C,133605,133605
YGL231C,62929,62929
YMR152W,564158,564165
YOR265W,820977,820985
YDR441C,1344353,1344381
YPL274W,24860,24860
YDL157C,174034,174024
YJL010C,417408,417408
YDR435C,1332867,1332867
YNL308C,53951,53951
YMR168C,596893,596893
YOR168W,651852,651852
YNR003C,634197,634329
YIL018W,318083,318082
YDR128W,713131,713135
YDR037W,527237,527237
YNL195C,271395,271395
YGL243W,44524,44549
YCR034W,191849,191848
YHR168W,441893,441893
YMR246W,761962,761989
YDL029W,400804,400804
YLR262C,668043,668043
YJR143C,698141,698141
YJL089W,268763,268778
YOL010W,309076,309088
YPR034W,641254,641254
YJL165C,106941,106941
YBL085W,66947,66947
YDR464W,1393374,1393374
YMR107W,483639,483638
YBL025W,171820,171826
YHR072W-A,241948,242086
YNL224C,224732,224739
YKL139W,184631,184632
YDL171C,148982,148982
YHR084W,276640,276528
YGR218W,935986,935981
YJR001W,438756,438756
YPL153C,261469,261461
YGL101W,313007,313007
YDR139C,733380,733369
YKR095W,625710,625710
YOL086C,159445,159445
YGL174W,175564,175564
YLR050C,245579,245581
