orf_name,gene,chr,cat,start,stop,strand,classification,length,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end,left_end,right_end,park_TSS,park_PAS,TSS,PAS
YOL028C,YAP7,15,gene,270633,271370,-,Verified,737,False,271588.0,271888.0,271088.0,271588.0,270633,271588.0,271588.0,,271588.0,270633.0
YOL027C,MDM38,15,gene,272003,273724,-,Verified,1721,False,273728.0,274028.0,273228.0,273728.0,271807,273728.0,273728.0,271807.0,273728.0,271807.0
YOL026C,MIM1,15,gene,274012,274353,-,Verified,341,False,274365.0,274665.0,273865.0,274365.0,273915,274365.0,274365.0,273915.0,274365.0,273915.0
YOL025W,LAG2,15,gene,274957,276939,+,Verified,1982,False,274599.0,274899.0,274899.0,275399.0,274899,276980.0,274899.0,276980.0,274899.0,276980.0
YOL024W,YOL024W,15,gene,277086,277604,+,Uncharacterized,518,,276786.0,277086.0,277086.0,277586.0,277086,277604.0,,,277086.0,277604.0
YOL023W,IFM1,15,gene,278056,280086,+,Verified,2030,False,277749.0,278049.0,278049.0,278549.0,278049,280258.0,278049.0,280258.0,278049.0,280258.0
YOL022C,TSR4,15,gene,280272,281498,-,Verified,1226,False,281545.0,281845.0,281045.0,281545.0,280169,281545.0,281545.0,280169.0,281545.0,280169.0
YOL021C,DIS3,15,gene,282421,285426,-,Verified,3005,False,285480.0,285780.0,284980.0,285480.0,282324,285480.0,285480.0,282324.0,285480.0,282324.0
YOL020W,TAT2,15,gene,286172,287950,+,Verified,1778,False,285726.0,286026.0,286026.0,286526.0,286026,288044.0,286026.0,288044.0,286026.0,288044.0
YOL019W-A,YOL019W-A,15,gene,288420,288572,+,Uncharacterized,152,False,287881.0,288181.0,288181.0,288681.0,288181,288572.0,288181.0,,288181.0,288572.0
YOL019W,YOL019W,15,gene,288898,290553,+,Uncharacterized,1655,False,288457.0,288757.0,288757.0,289257.0,288757,290775.0,288757.0,290775.0,288757.0,290775.0
YOL018C,TLG2,15,gene,290881,292074,-,Verified,1193,False,292140.0,292440.0,291640.0,292140.0,290553,292140.0,292140.0,290553.0,292140.0,290553.0
YOL017W,ESC8,15,gene,292529,294673,+,Verified,2144,False,292108.0,292408.0,292408.0,292908.0,292408,294788.0,292408.0,294788.0,292408.0,294788.0
YOL016C,CMK2,15,gene,294777,296120,-,Verified,1343,False,296146.0,296446.0,295646.0,296146.0,294705,296146.0,296146.0,294705.0,296146.0,294705.0
YOL015W,IRC10,15,gene,297078,298838,+,Verified,1760,False,296086.0,296386.0,296386.0,296886.0,296386,298899.0,296386.0,298899.0,296386.0,298899.0
YOL014W,YOL014W,15,gene,299693,300067,+,Uncharacterized,374,False,299245.0,299545.0,299545.0,300045.0,299545,300299.0,299545.0,300299.0,299545.0,300299.0
YOL013W-A,YOL013W-A,15,gene,301047,301238,+,Uncharacterized,191,False,300788.0,301088.0,301088.0,301588.0,301088,301347.0,301088.0,301347.0,301088.0,301347.0
YOL013C,HRD1,15,gene,301380,303035,-,Verified,1655,False,303203.0,303503.0,302703.0,303203.0,301327,303203.0,303203.0,301327.0,303203.0,301327.0
YOL012C,HTZ1,15,gene,303579,303983,-,Verified,404,False,304109.0,304409.0,303609.0,304109.0,303420,304109.0,304109.0,303420.0,304109.0,303420.0
YOL011W,PLB3,15,gene,305349,307409,+,Verified,2060,False,304312.0,304612.0,304612.0,305112.0,304612,307688.0,304612.0,307688.0,304612.0,307688.0
YOL010W,RCL1,15,gene,307938,309041,+,Verified,1103,False,307594.0,307894.0,307894.0,308394.0,307894,309144.0,307894.0,309144.0,307894.0,309144.0
YOL009C,MDM12,15,gene,309324,310139,-,Verified,815,False,310190.0,310490.0,309690.0,310190.0,309015,310190.0,310190.0,309015.0,310190.0,309015.0
YOL008W,COQ10,15,gene,310312,310935,+,Verified,623,False,309974.0,310274.0,310274.0,310774.0,310274,311089.0,310274.0,311089.0,310274.0,311089.0
YOL007C,CSI2,15,gene,311342,312367,-,Verified,1025,False,312450.0,312750.0,311950.0,312450.0,310983,312450.0,312450.0,310983.0,312450.0,310983.0
YOL006C,TOP1,15,gene,313078,315387,-,Verified,2309,False,315417.0,315717.0,314917.0,315417.0,312949,315417.0,315417.0,312949.0,315417.0,312949.0
YOL005C,RPB11,15,gene,315813,316175,-,Verified,362,False,316201.0,316501.0,315701.0,316201.0,315780,316201.0,316201.0,315780.0,316201.0,315780.0
YOL004W,SIN3,15,gene,316938,321548,+,Verified,4610,False,316444.0,316744.0,316744.0,317244.0,316744,321588.0,316744.0,321588.0,316744.0,321588.0
YOL003C,PFA4,15,gene,321858,322994,-,Verified,1136,False,323010.0,323310.0,322510.0,323010.0,321734,323010.0,323010.0,321734.0,323010.0,321734.0
YOL002C,IZH2,15,gene,323411,324364,-,Verified,953,False,324372.0,324672.0,323872.0,324372.0,323357,324372.0,324372.0,323357.0,324372.0,323357.0
YOL001W,PHO80,15,gene,325249,326130,+,Verified,881,False,324506.0,324806.0,324806.0,325306.0,324806,326269.0,324806.0,326269.0,324806.0,326269.0
YOR001W,RRP6,15,gene,326832,329033,+,Verified,2201,False,326521.0,326821.0,326821.0,327321.0,326821,329105.0,326821.0,329105.0,326821.0,329105.0
YOR002W,ALG6,15,gene,329417,331051,+,Verified,1634,False,329062.0,329362.0,329362.0,329862.0,329362,331142.0,329362.0,331142.0,329362.0,331142.0
YOR003W,YSP3,15,gene,331455,332891,+,Verified,1436,,331155.0,331455.0,331455.0,331955.0,331455,332891.0,,,331455.0,332891.0
YOR004W,UTP23,15,gene,333592,334356,+,Verified,764,False,333262.0,333562.0,333562.0,334062.0,333562,334498.0,333562.0,334498.0,333562.0,334498.0
YOR005C,DNL4,15,gene,334509,337343,-,Verified,2834,,337343.0,337643.0,336843.0,337343.0,334509,337343.0,,,337343.0,334509.0
YOR006C,TSR3,15,gene,337680,338621,-,Verified,941,False,338662.0,338962.0,338162.0,338662.0,337609,338662.0,338662.0,337609.0,338662.0,337609.0
YOR007C,SGT2,15,gene,338938,339978,-,Verified,1040,False,339984.0,340284.0,339484.0,339984.0,338789,339984.0,339984.0,338789.0,339984.0,338789.0
YOR008C,SLG1,15,gene,341278,342414,-,Verified,1136,False,342636.0,342936.0,342136.0,342636.0,341032,342636.0,342636.0,341032.0,342636.0,341032.0
YOR008C-A,YOR008C-A,15,gene,342857,343081,-,Uncharacterized,224,,343081.0,343381.0,342581.0,343081.0,342857,343081.0,,,343081.0,342857.0
YOR009W,TIR4,15,gene,344335,345798,+,Verified,1463,False,343812.0,344112.0,344112.0,344612.0,344112,345932.0,344112.0,345932.0,344112.0,345932.0
YOR010C,TIR2,15,gene,346195,346950,-,Verified,755,False,347100.0,347400.0,346600.0,347100.0,346112,347100.0,347100.0,346112.0,347100.0,346112.0
YOR011W,AUS1,15,gene,349679,353863,+,Verified,4184,False,349239.0,349539.0,349539.0,350039.0,349539,353933.0,349539.0,353933.0,349539.0,353933.0
YOR011W-A,YOR011W-A,15,gene,355652,355858,+,Uncharacterized,206,,355352.0,355652.0,355652.0,356152.0,355652,355858.0,,,355652.0,355858.0
YOR012W,YOR012W,15,gene,356543,356956,+,Uncharacterized,413,False,356193.0,356493.0,356493.0,356993.0,356493,357291.0,356493.0,357291.0,356493.0,357291.0
YOR014W,RTS1,15,gene,357674,359947,+,Verified,2273,False,357124.0,357424.0,357424.0,357924.0,357424,360251.0,357424.0,360251.0,357424.0,360251.0
YOR016C,ERP4,15,gene,360461,361084,-,Verified,623,False,361223.0,361523.0,360723.0,361223.0,360305,361223.0,361223.0,360305.0,361223.0,360305.0
YOR017W,PET127,15,gene,361412,363814,+,Verified,2402,False,361080.0,361380.0,361380.0,361880.0,361380,363957.0,361380.0,363957.0,361380.0,363957.0
YOR018W,ROD1,15,gene,364369,366882,+,Verified,2513,False,364023.0,364323.0,364323.0,364823.0,364323,367023.0,364323.0,367023.0,364323.0,367023.0
YOR019W,YOR019W,15,gene,368127,370319,+,Verified,2192,False,367701.0,368001.0,368001.0,368501.0,368001,370319.0,368001.0,,368001.0,370319.0
YOR020C,HSP10,15,gene,370524,370844,-,Verified,320,False,370883.0,371183.0,370383.0,370883.0,370424,370883.0,370883.0,370424.0,370883.0,370424.0
YOR020W-A,YOR020W-A,15,gene,371685,371957,+,Uncharacterized,272,False,371327.0,371627.0,371627.0,372127.0,371627,372158.0,371627.0,372158.0,371627.0,372158.0
YOR021C,YOR021C,15,gene,372798,373439,-,Uncharacterized,641,False,373486.0,373786.0,372986.0,373486.0,372646,373486.0,373486.0,372646.0,373486.0,372646.0
YOR022C,YOR022C,15,gene,373710,375857,-,Uncharacterized,2147,False,375878.0,376178.0,375378.0,375878.0,373682,375878.0,375878.0,373682.0,375878.0,373682.0
YOR023C,AHC1,15,gene,376012,377712,-,Verified,1700,False,377790.0,378090.0,377290.0,377790.0,375960,377790.0,377790.0,375960.0,377790.0,375960.0
YOR025W,HST3,15,gene,378219,379562,+,Verified,1343,False,377907.0,378207.0,378207.0,378707.0,378207,379713.0,378207.0,379713.0,378207.0,379713.0
YOR026W,BUB3,15,gene,379781,380806,+,Verified,1025,False,379468.0,379768.0,379768.0,380268.0,379768,380989.0,379768.0,380989.0,379768.0,380989.0
YOR027W,STI1,15,gene,381053,382822,+,Verified,1769,False,380704.0,381004.0,381004.0,381504.0,381004,382912.0,381004.0,382912.0,381004.0,382912.0
YOR028C,CIN5,15,gene,383533,384420,-,Verified,887,,384420.0,384720.0,383920.0,384420.0,383533,384420.0,,,384420.0,383533.0
YOR030W,DFG16,15,gene,386825,388684,+,Verified,1859,False,386430.0,386730.0,386730.0,387230.0,386730,388684.0,386730.0,,386730.0,388684.0
YOR031W,CRS5,15,gene,389213,389422,+,Verified,209,,388913.0,389213.0,389213.0,389713.0,389213,389422.0,,,389213.0,389422.0
YOR032C,HMS1,15,gene,389771,391075,-,Verified,1304,,391075.0,391375.0,390575.0,391075.0,389771,391075.0,,,391075.0,389771.0
YOR032W-A,YOR032W-A,15,gene,392176,392376,+,Uncharacterized,200,False,391765.0,392065.0,392065.0,392565.0,392065,392376.0,392065.0,,392065.0,392376.0
YOR033C,EXO1,15,gene,392416,394524,-,Verified,2108,False,394579.0,394879.0,394079.0,394579.0,392320,394579.0,394579.0,392320.0,394579.0,392320.0
YOR034C,AKR2,15,gene,394837,397086,-,Verified,2249,False,397300.0,397600.0,396800.0,397300.0,394730,397300.0,397300.0,394730.0,397300.0,394730.0
YOR034C-A,YOR034C-A,15,gene,397426,397668,-,Uncharacterized,242,,397668.0,397968.0,397168.0,397668.0,397426,397668.0,,,397668.0,397426.0
YOR035C,SHE4,15,gene,397735,400104,-,Verified,2369,False,400125.0,400425.0,399625.0,400125.0,397660,400125.0,400125.0,397660.0,400125.0,397660.0
YOR036W,PEP12,15,gene,400348,401214,+,Verified,866,False,400037.0,400337.0,400337.0,400837.0,400337,401284.0,400337.0,401284.0,400337.0,401284.0
YOR037W,CYC2,15,gene,401555,402655,+,Verified,1100,False,401196.0,401496.0,401496.0,401996.0,401496,402737.0,401496.0,402737.0,401496.0,402737.0
YOR038C,HIR2,15,gene,402761,405388,-,Verified,2627,False,405440.0,405740.0,404940.0,405440.0,402663,405440.0,405440.0,402663.0,405440.0,402663.0
YOR039W,CKB2,15,gene,405768,406544,+,Verified,776,False,405328.0,405628.0,405628.0,406128.0,405628,406798.0,405628.0,406798.0,405628.0,406798.0
YOR040W,GLO4,15,gene,407064,407921,+,Verified,857,False,406736.0,407036.0,407036.0,407536.0,407036,408273.0,407036.0,408273.0,407036.0,408273.0
YOR042W,CUE5,15,gene,408425,409660,+,Verified,1235,False,408115.0,408415.0,408415.0,408915.0,408415,409735.0,408415.0,409735.0,408415.0,409735.0
YOR043W,WHI2,15,gene,410870,412330,+,Verified,1460,False,410179.0,410479.0,410479.0,410979.0,410479,412487.0,410479.0,412487.0,410479.0,412487.0
YOR044W,IRC23,15,gene,413007,413480,+,Verified,473,False,412409.0,412709.0,412709.0,413209.0,412709,413701.0,412709.0,413701.0,412709.0,413701.0
YOR045W,TOM6,15,gene,413852,414037,+,Verified,185,False,413496.0,413796.0,413796.0,414296.0,413796,414198.0,413796.0,414198.0,413796.0,414198.0
YOR046C,DBP5,15,gene,414459,415907,-,Verified,1448,False,415940.0,416240.0,415440.0,415940.0,414392,415940.0,415940.0,414392.0,415940.0,414392.0
YOR047C,STD1,15,gene,416347,417681,-,Verified,1334,False,417836.0,418136.0,417336.0,417836.0,416181,417836.0,417836.0,416181.0,417836.0,416181.0
YOR048C,RAT1,15,gene,418630,421650,-,Verified,3020,False,421683.0,421983.0,421183.0,421683.0,418540,421683.0,421683.0,418540.0,421683.0,418540.0
YOR049C,RSB1,15,gene,422668,423732,-,Verified,1064,False,423953.0,424253.0,423453.0,423953.0,422429,423953.0,423953.0,422429.0,423953.0,422429.0
YOR051C,ETT1,15,gene,424846,426084,-,Verified,1238,False,426156.0,426456.0,425656.0,426156.0,424731,426156.0,426156.0,424731.0,426156.0,424731.0
YOR052C,YOR052C,15,gene,426772,427224,-,Verified,452,False,427350.0,427650.0,426850.0,427350.0,426506,427350.0,427350.0,426506.0,427350.0,426506.0
YOR054C,VHS3,15,gene,427833,429857,-,Verified,2024,False,429999.0,430299.0,429499.0,429999.0,427756,429999.0,429999.0,427756.0,429999.0,427756.0
YOR056C,NOB1,15,gene,430247,431626,-,Verified,1379,False,431704.0,432004.0,431204.0,431704.0,430189,431704.0,431704.0,430189.0,431704.0,430189.0
YOR057W,SGT1,15,gene,432186,433373,+,Verified,1187,False,431820.0,432120.0,432120.0,432620.0,432120,433451.0,432120.0,433451.0,432120.0,433451.0
YOR058C,ASE1,15,gene,433688,436345,-,Verified,2657,False,436474.0,436774.0,435974.0,436474.0,433428,436474.0,436474.0,433428.0,436474.0,433428.0
YOR059C,YOR059C,15,gene,438906,440258,-,Uncharacterized,1352,,440258.0,440558.0,439758.0,440258.0,438906,440258.0,,,440258.0,438906.0
YOR060C,YOR060C,15,gene,440390,441163,-,Uncharacterized,773,False,441188.0,441488.0,440688.0,441188.0,440248,441188.0,441188.0,440248.0,441188.0,440248.0
YOR061W,CKA2,15,gene,441534,442553,+,Verified,1019,False,441111.0,441411.0,441411.0,441911.0,441411,442776.0,441411.0,442776.0,441411.0,442776.0
YOR062C,YOR062C,15,gene,442725,443531,-,Uncharacterized,806,False,443246.0,443546.0,442746.0,443246.0,442649,443246.0,443246.0,442649.0,443246.0,442649.0
YOR063W,RPL3,15,gene,444686,445849,+,Verified,1163,False,444365.0,444665.0,444665.0,445165.0,444665,445968.0,444665.0,445968.0,444665.0,445968.0
YOR064C,YNG1,15,gene,446079,446738,-,Verified,659,False,446732.0,447032.0,446232.0,446732.0,445993,446732.0,446732.0,445993.0,446732.0,445993.0
YOR065W,CYT1,15,gene,447439,448368,+,Verified,929,False,446893.0,447193.0,447193.0,447693.0,447193,448671.0,447193.0,448671.0,447193.0,448671.0
YOR066W,MSA1,15,gene,449436,451325,+,Verified,1889,False,448926.0,449226.0,449226.0,449726.0,449226,451534.0,449226.0,451534.0,449226.0,451534.0
YOR067C,ALG8,15,gene,451729,453462,-,Verified,1733,False,453504.0,453804.0,453004.0,453504.0,451652,453504.0,453504.0,451652.0,453504.0,451652.0
YOR069W,VPS5,15,gene,453768,455795,+,Verified,2027,False,453384.0,453684.0,453684.0,454184.0,453684,455911.0,453684.0,455911.0,453684.0,455911.0
YOR068C,VAM10,15,gene,453869,454213,-,Verified,344,,454213.0,454513.0,453713.0,454213.0,453869,454213.0,,,454213.0,453869.0
YOR070C,GYP1,15,gene,455907,457820,-,Verified,1913,False,457995.0,458295.0,457495.0,457995.0,455842,457995.0,457995.0,455842.0,457995.0,455842.0
YOR071C,NRT1,15,gene,459480,461276,-,Verified,1796,False,461379.0,461679.0,460879.0,461379.0,459267,461379.0,461379.0,459267.0,461379.0,459267.0
YOR072W-B,YOR072W-B,15,gene,464469,464630,+,Uncharacterized,161,False,464138.0,464438.0,464438.0,464938.0,464438,464630.0,464438.0,,464438.0,464630.0
YOR073W,SGO1,15,gene,464771,466543,+,Verified,1772,False,464450.0,464750.0,464750.0,465250.0,464750,466677.0,464750.0,466677.0,464750.0,466677.0
YOR074C,CDC21,15,gene,466675,467589,-,Verified,914,False,467654.0,467954.0,467154.0,467654.0,466592,467654.0,467654.0,466592.0,467654.0,466592.0
YOR075W,UFE1,15,gene,468212,469252,+,Verified,1040,False,467896.0,468196.0,468196.0,468696.0,468196,469306.0,468196.0,469306.0,468196.0,469306.0
YOR076C,SKI7,15,gene,469377,471620,-,Verified,2243,False,471658.0,471958.0,471158.0,471658.0,469301,471658.0,471658.0,469301.0,471658.0,469301.0
YOR077W,RTS2,15,gene,471899,472597,+,Verified,698,False,471562.0,471862.0,471862.0,472362.0,471862,472780.0,471862.0,472780.0,471862.0,472780.0
YOR078W,BUD21,15,gene,472725,473369,+,Verified,644,False,472413.0,472713.0,472713.0,473213.0,472713,473409.0,472713.0,473409.0,472713.0,473409.0
YOR079C,ATX2,15,gene,473475,474416,-,Verified,941,False,474430.0,474730.0,473930.0,474430.0,473407,474430.0,474430.0,473407.0,474430.0,473407.0
YOR080W,DIA2,15,gene,474594,476792,+,Verified,2198,False,474291.0,474591.0,474591.0,475091.0,474591,476959.0,474591.0,476959.0,474591.0,476959.0
YOR081C,TGL5,15,gene,476939,479188,-,Verified,2249,False,479215.0,479515.0,478715.0,479215.0,476854,479215.0,479215.0,476854.0,479215.0,476854.0
YOR083W,WHI5,15,gene,479533,480420,+,Verified,887,False,479159.0,479459.0,479459.0,479959.0,479459,480420.0,479459.0,,479459.0,480420.0
YOR084W,LPX1,15,gene,480587,481750,+,Verified,1163,,480287.0,480587.0,480587.0,481087.0,480587,481750.0,,,480587.0,481750.0
YOR085W,OST3,15,gene,482033,483085,+,Verified,1052,False,481674.0,481974.0,481974.0,482474.0,481974,483189.0,481974.0,483189.0,481974.0,483189.0
YOR086C,TCB1,15,gene,483219,486779,-,Verified,3560,False,486981.0,487281.0,486481.0,486981.0,483133,486981.0,486981.0,483133.0,486981.0,483133.0
YOR087W,YVC1,15,gene,487707,489734,+,Verified,2027,False,487327.0,487627.0,487627.0,488127.0,487627,489852.0,487627.0,489852.0,487627.0,489852.0
YOR089C,VPS21,15,gene,490196,490828,-,Verified,632,False,490906.0,491206.0,490406.0,490906.0,490003,490906.0,490906.0,490003.0,490906.0,490003.0
YOR090C,PTC5,15,gene,491123,492841,-,Verified,1718,False,492919.0,493219.0,492419.0,492919.0,490836,492919.0,492919.0,490836.0,492919.0,490836.0
YOR091W,TMA46,15,gene,493433,494470,+,Verified,1037,False,493072.0,493372.0,493372.0,493872.0,493372,494535.0,493372.0,494535.0,493372.0,494535.0
YOR092W,ECM3,15,gene,495127,496968,+,Verified,1841,False,494747.0,495047.0,495047.0,495547.0,495047,497171.0,495047.0,497171.0,495047.0,497171.0
YOR093C,YOR093C,15,gene,497506,502452,-,Uncharacterized,4946,False,502482.0,502782.0,501982.0,502482.0,497336,502482.0,502482.0,497336.0,502482.0,497336.0
YOR094W,ARF3,15,gene,502795,503346,+,Verified,551,False,502400.0,502700.0,502700.0,503200.0,502700,503496.0,502700.0,503496.0,502700.0,503496.0
YOR095C,RKI1,15,gene,503552,504328,-,Verified,776,False,504399.0,504699.0,503899.0,504399.0,503437,504399.0,504399.0,503437.0,504399.0,503437.0
YOR096W,RPS7A,15,gene,505794,506767,+,Verified,973,False,505467.0,505767.0,505767.0,506267.0,505767,506858.0,505767.0,506858.0,505767.0,506858.0
YOR097C,YOR097C,15,gene,506978,507505,-,Uncharacterized,527,False,507542.0,507842.0,507042.0,507542.0,506876,507542.0,507542.0,506876.0,507542.0,506876.0
YOR098C,NUP1,15,gene,507948,511178,-,Verified,3230,False,511263.0,511563.0,510763.0,511263.0,507827,511263.0,511263.0,507827.0,511263.0,507827.0
YOR099W,KTR1,15,gene,511825,513006,+,Verified,1181,False,511462.0,511762.0,511762.0,512262.0,511762,513100.0,511762.0,513100.0,511762.0,513100.0
YOR100C,CRC1,15,gene,513295,514278,-,Verified,983,False,514421.0,514721.0,513921.0,514421.0,513295,514421.0,514421.0,,514421.0,513295.0
YOR101W,RAS1,15,gene,515244,516173,+,Verified,929,False,514871.0,515171.0,515171.0,515671.0,515171,516381.0,515171.0,516381.0,515171.0,516381.0
YOR103C,OST2,15,gene,516449,516841,-,Verified,392,False,516921.0,517221.0,516421.0,516921.0,516361,516921.0,516921.0,516361.0,516921.0,516361.0
YOR104W,PIN2,15,gene,517642,518490,+,Verified,848,False,517165.0,517465.0,517465.0,517965.0,517465,518575.0,517465.0,518575.0,517465.0,518575.0
YOR106W,VAM3,15,gene,519121,519972,+,Verified,851,False,518728.0,519028.0,519028.0,519528.0,519028,520082.0,519028.0,520082.0,519028.0,520082.0
YOR107W,RGS2,15,gene,521353,522282,+,Verified,929,False,520776.0,521076.0,521076.0,521576.0,521076,522628.0,521076.0,522628.0,521076.0,522628.0
YOR108W,LEU9,15,gene,523027,524841,+,Verified,1814,False,522698.0,522998.0,522998.0,523498.0,522998,524929.0,522998.0,524929.0,522998.0,524929.0
YOR109W,INP53,15,gene,525278,528601,+,Verified,3323,False,524850.0,525150.0,525150.0,525650.0,525150,528823.0,525150.0,528823.0,525150.0,528823.0
YOR110W,TFC7,15,gene,528941,530248,+,Verified,1307,False,528559.0,528859.0,528859.0,529359.0,528859,530310.0,528859.0,530310.0,528859.0,530310.0
YOR111W,YOR111W,15,gene,530429,531127,+,Uncharacterized,698,False,530090.0,530390.0,530390.0,530890.0,530390,531438.0,530390.0,531438.0,530390.0,531438.0
YOR112W,CEX1,15,gene,531508,533793,+,Verified,2285,False,531139.0,531439.0,531439.0,531939.0,531439,533857.0,531439.0,533857.0,531439.0,533857.0
YOR113W,AZF1,15,gene,534075,536819,+,Verified,2744,False,533677.0,533977.0,533977.0,534477.0,533977,536819.0,533977.0,,533977.0,536819.0
YOR114W,YOR114W,15,gene,537570,538454,+,Uncharacterized,884,False,537110.0,537410.0,537410.0,537910.0,537410,538661.0,537410.0,538661.0,537410.0,538661.0
YOR115C,TRS33,15,gene,538659,539465,-,Verified,806,False,539517.0,539817.0,539017.0,539517.0,538572,539517.0,539517.0,538572.0,539517.0,538572.0
YOR116C,RPO31,15,gene,539763,544145,-,Verified,4382,False,544360.0,544660.0,543860.0,544360.0,539666,544360.0,544360.0,539666.0,544360.0,539666.0
YOR117W,RPT5,15,gene,545029,546333,+,Verified,1304,False,544637.0,544937.0,544937.0,545437.0,544937,546469.0,544937.0,546469.0,544937.0,546469.0
YOR118W,RTC5,15,gene,546857,548560,+,Verified,1703,False,546354.0,546654.0,546654.0,547154.0,546654,548735.0,546654.0,548735.0,546654.0,548735.0
YOR119C,RIO1,15,gene,548792,550246,-,Verified,1454,False,550301.0,550601.0,549801.0,550301.0,548627,550301.0,550301.0,548627.0,550301.0,548627.0
YOR120W,GCY1,15,gene,551114,552052,+,Verified,938,False,550487.0,550787.0,550787.0,551287.0,550787,552190.0,550787.0,552190.0,550787.0,552190.0
YOR122C,PFY1,15,gene,552298,552887,-,Verified,589,False,552939.0,553239.0,552439.0,552939.0,552113,552939.0,552939.0,552113.0,552939.0,552113.0
YOR123C,LEO1,15,gene,553176,554570,-,Verified,1394,False,554657.0,554957.0,554157.0,554657.0,553117,554657.0,554657.0,553117.0,554657.0,553117.0
YOR124C,UBP2,15,gene,554824,558642,-,Verified,3818,False,558750.0,559050.0,558250.0,558750.0,554746,558750.0,558750.0,554746.0,558750.0,554746.0
YOR125C,CAT5,15,gene,559030,559731,-,Verified,701,False,559781.0,560081.0,559281.0,559781.0,558893,559781.0,559781.0,558893.0,559781.0,558893.0
YOR126C,IAH1,15,gene,559961,560677,-,Verified,716,False,560709.0,561009.0,560209.0,560709.0,559895,560709.0,560709.0,559895.0,560709.0,559895.0
YOR127W,RGA1,15,gene,561170,564193,+,Verified,3023,False,560604.0,560904.0,560904.0,561404.0,560904,564369.0,560904.0,564369.0,560904.0,564369.0
YOR128C,ADE2,15,gene,564476,566191,-,Verified,1715,False,566218.0,566518.0,565718.0,566218.0,564416,566218.0,566218.0,564416.0,566218.0,564416.0
YOR129C,AFI1,15,gene,566877,569558,-,Verified,2681,False,569607.0,569907.0,569107.0,569607.0,566698,569607.0,569607.0,566698.0,569607.0,566698.0
YOR130C,ORT1,15,gene,569929,570807,-,Verified,878,False,570917.0,571217.0,570417.0,570917.0,569862,570917.0,570917.0,569862.0,570917.0,569862.0
YOR131C,YOR131C,15,gene,572182,572838,-,Uncharacterized,656,False,572898.0,573198.0,572398.0,572898.0,572127,572898.0,572898.0,572127.0,572898.0,572127.0
YOR132W,VPS17,15,gene,573175,574830,+,Verified,1655,False,572796.0,573096.0,573096.0,573596.0,573096,574881.0,573096.0,574881.0,573096.0,574881.0
YOR133W,EFT1,15,gene,575098,577626,+,Verified,2528,False,574753.0,575053.0,575053.0,575553.0,575053,577812.0,575053.0,577812.0,575053.0,577812.0
YOR134W,BAG7,15,gene,578564,579793,+,Verified,1229,False,577938.0,578238.0,578238.0,578738.0,578238,580165.0,578238.0,580165.0,578238.0,580165.0
YOR136W,IDH2,15,gene,580250,581359,+,Verified,1109,False,579841.0,580141.0,580141.0,580641.0,580141,581514.0,580141.0,581514.0,580141.0,581514.0
YOR137C,SIA1,15,gene,581813,583681,-,Verified,1868,False,584094.0,584394.0,583594.0,584094.0,581686,584094.0,584094.0,581686.0,584094.0,581686.0
YOR138C,RUP1,15,gene,584309,586324,-,Verified,2015,False,586390.0,586690.0,585890.0,586390.0,584238,586390.0,586390.0,584238.0,586390.0,584238.0
YOR140W,SFL1,15,gene,586981,589281,+,Verified,2300,False,586350.0,586650.0,586650.0,587150.0,586650,589540.0,586650.0,589540.0,586650.0,589540.0
YOR141C,ARP8,15,gene,589942,592587,-,Verified,2645,False,592617.0,592917.0,592117.0,592617.0,589908,592617.0,592617.0,589908.0,592617.0,589908.0
YOR142W,LSC1,15,gene,593057,594046,+,Verified,989,False,592565.0,592865.0,592865.0,593365.0,592865,594239.0,592865.0,594239.0,592865.0,594239.0
YOR143C,THI80,15,gene,601383,602342,-,Verified,959,False,602426.0,602726.0,601926.0,602426.0,601361,602426.0,602426.0,601361.0,602426.0,601361.0
YOR144C,ELG1,15,gene,602717,605092,-,Verified,2375,False,605150.0,605450.0,604650.0,605150.0,602568,605150.0,605150.0,602568.0,605150.0,602568.0
YOR145C,PNO1,15,gene,605347,606171,-,Verified,824,False,606193.0,606493.0,605693.0,606193.0,605259,606193.0,606193.0,605259.0,606193.0,605259.0
YOR147W,MDM32,15,gene,606607,608475,+,Verified,1868,False,606271.0,606571.0,606571.0,607071.0,606571,608649.0,606571.0,608649.0,606571.0,608649.0
YOR148C,SPP2,15,gene,608640,609197,-,Verified,557,False,609220.0,609520.0,608720.0,609220.0,608564,609220.0,609220.0,608564.0,609220.0,608564.0
YOR149C,SMP3,15,gene,609838,611388,-,Verified,1550,False,611428.0,611728.0,610928.0,611428.0,609504,611428.0,611428.0,609504.0,611428.0,609504.0
YOR150W,MRPL23,15,gene,611999,612490,+,Verified,491,False,611673.0,611973.0,611973.0,612473.0,611973,612590.0,611973.0,612590.0,611973.0,612590.0
YOR151C,RPB2,15,gene,612997,616671,-,Verified,3674,False,616946.0,617246.0,616446.0,616946.0,612963,616946.0,616946.0,612963.0,616946.0,612963.0
YOR152C,YOR152C,15,gene,617518,618288,-,Uncharacterized,770,False,618465.0,618765.0,617965.0,618465.0,617362,618465.0,618465.0,617362.0,618465.0,617362.0
YOR153W,PDR5,15,gene,619840,624375,+,Verified,4535,False,619373.0,619673.0,619673.0,620173.0,619673,624489.0,619673.0,624489.0,619673.0,624489.0
