orf_name,gene,chr,cat,start,stop,strand,classification,length,TSS,PAS,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end
YLR194C,YLR194C,12,gene,540809,541573,-,Uncharacterized,764,541588,540745.0,False,541588.0,541888.0,541088.0,541588.0
YLR211C,YLR211C,12,gene,563792,564531,-,Uncharacterized,739,564582,563432.0,False,564582.0,564882.0,564082.0,564582.0
YLR224W,YLR224W,12,gene,586464,587573,+,Uncharacterized,1109,586175,587659.0,False,585875.0,586175.0,586175.0,586675.0
YLR225C,YLR225C,12,gene,587695,588918,-,Uncharacterized,1223,588987,587566.0,False,588987.0,589287.0,588487.0,588987.0
YLR241W,YLR241W,12,gene,620473,622821,+,Uncharacterized,2348,620436,622976.0,False,620136.0,620436.0,620436.0,620936.0
YLR243W,YLR243W,12,gene,624203,625021,+,Uncharacterized,818,624144,625174.0,False,623844.0,624144.0,624144.0,624644.0
YLR253W,YLR253W,12,gene,642627,644336,+,Uncharacterized,1709,642541,644429.0,False,642241.0,642541.0,642541.0,643041.0
YLR257W,YLR257W,12,gene,658826,659791,+,Uncharacterized,965,658623,659888.0,False,658323.0,658623.0,658623.0,659123.0
YLR264C-A,YLR264C-A,12,gene,673828,673944,-,Uncharacterized,116,673944,,,673944.0,674244.0,673444.0,673944.0
YLR271W,YLR271W,12,gene,682737,683561,+,Uncharacterized,824,682600,683678.0,False,682300.0,682600.0,682600.0,683100.0
YLR278C,YLR278C,12,gene,699999,704024,-,Uncharacterized,4025,704330,699949.0,False,704330.0,704630.0,703830.0,704330.0
YLR281C,YLR281C,12,gene,704493,704960,-,Uncharacterized,467,704975,704163.0,False,704975.0,705275.0,704475.0,704975.0
YLR283W,YLR283W,12,gene,705186,706130,+,Uncharacterized,944,705151,706182.0,False,704851.0,705151.0,705151.0,705651.0
YLR285C-A,YLR285C-A,12,gene,708168,708338,-,Uncharacterized,170,708338,,,708338.0,708638.0,707838.0,708338.0
YLR287C,YLR287C,12,gene,710991,712058,-,Uncharacterized,1067,712129,710764.0,False,712129.0,712429.0,711629.0,712129.0
YLR290C,YLR290C,12,gene,717145,717978,-,Uncharacterized,833,717993,717019.0,False,717993.0,718293.0,717493.0,717993.0
YLR297W,YLR297W,12,gene,724044,724433,+,Uncharacterized,389,723737,724723.0,False,723437.0,723737.0,723737.0,724237.0
YLR301W,YLR301W,12,gene,730825,731559,+,Uncharacterized,734,730780,731688.0,False,730480.0,730780.0,730780.0,731280.0
YLR307C-A,YLR307C-A,12,gene,746848,747111,-,Uncharacterized,263,747111,,,747111.0,747411.0,746611.0,747111.0
YLR312C,YLR312C,12,gene,757637,758833,-,Uncharacterized,1196,758833,,,758833.0,759133.0,758333.0,758833.0
YLR326W,YLR326W,12,gene,782174,782896,+,Uncharacterized,722,782089,783025.0,False,781789.0,782089.0,782089.0,782589.0
YLR342W-A,YLR342W-A,12,gene,815810,815983,+,Uncharacterized,173,815810,,,815510.0,815810.0,815810.0,816310.0
YLR345W,YLR345W,12,gene,820511,822040,+,Uncharacterized,1529,820449,822124.0,False,820149.0,820449.0,820449.0,820949.0
YLR346C,YLR346C,12,gene,822287,822592,-,Uncharacterized,305,822645,822135.0,False,822645.0,822945.0,822145.0,822645.0
YLR352W,YLR352W,12,gene,831116,833539,+,Uncharacterized,2423,830978,833641.0,False,830678.0,830978.0,830978.0,831478.0
YLR361C-A,YLR361C-A,12,gene,849383,849679,-,Uncharacterized,296,849703,849215.0,False,849703.0,850003.0,849203.0,849703.0
YLR363W-A,YLR363W-A,12,gene,853461,853718,+,Uncharacterized,257,853452,853885.0,False,853152.0,853452.0,853452.0,853952.0
YLR406C-A,YLR406C-A,12,gene,932206,932355,-,Uncharacterized,149,932476,,False,932476.0,932776.0,931976.0,932476.0
YLR407W,YLR407W,12,gene,932967,933653,+,Uncharacterized,686,932724,933879.0,False,932424.0,932724.0,932724.0,933224.0
YLR412C-A,YLR412C-A,12,gene,950267,950473,-,Uncharacterized,206,950659,,False,950659.0,950959.0,950159.0,950659.0
YLR413W,YLR413W,12,gene,951156,953183,+,Uncharacterized,2027,951110,953334.0,False,950810.0,951110.0,951110.0,951610.0
YLR415C,YLR415C,12,gene,954259,954597,-,Uncharacterized,338,954597,,,954597.0,954897.0,954097.0,954597.0
YLR419W,YLR419W,12,gene,958428,962735,+,Uncharacterized,4307,958368,962787.0,False,958068.0,958368.0,958368.0,958868.0
YLR422W,YLR422W,12,gene,965897,971695,+,Uncharacterized,5798,965783,971895.0,False,965483.0,965783.0,965783.0,966283.0
YLR426W,YLR426W,12,gene,987062,988113,+,Uncharacterized,1051,987040,988179.0,False,986740.0,987040.0,987040.0,987540.0
YLR445W,YLR445W,12,gene,1024189,1024837,+,Uncharacterized,648,1024189,,,1023889.0,1024189.0,1024189.0,1024689.0
YLR446W,YLR446W,12,gene,1025214,1026515,+,Uncharacterized,1301,1025145,1026797.0,False,1024845.0,1025145.0,1025145.0,1025645.0
YLR455W,YLR455W,12,gene,1053629,1054543,+,Uncharacterized,914,1053397,1054917.0,False,1053097.0,1053397.0,1053397.0,1053897.0
YLR456W,YLR456W,12,gene,1055070,1055684,+,Uncharacterized,614,1055059,1055829.0,False,1054759.0,1055059.0,1055059.0,1055559.0
YLR460C,YLR460C,12,gene,1059757,1060887,-,Uncharacterized,1130,1061083,1059682.0,False,1061083.0,1061383.0,1060583.0,1061083.0
YLR462W,YLR462W,12,gene,1065956,1066564,+,Uncharacterized,608,1065572,1066713.0,False,1065272.0,1065572.0,1065572.0,1066072.0
YLR464W,YLR464W,12,gene,1066572,1067501,+,Uncharacterized,929,1066572,,,1066272.0,1066572.0,1066572.0,1067072.0
YLR466C-B,YLR466C-B,12,gene,1071594,1071710,-,Uncharacterized,116,1071710,,,1071710.0,1072010.0,1071210.0,1071710.0
YLR467W,YRF1-5,12,gene,1072508,1077898,+,Verified,5390,1072105,1077976.0,False,1071805.0,1072105.0,1072105.0,1072605.0
YML133C,YML133C,13,gene,461,4684,-,Uncharacterized,4223,5094,385.0,False,5094.0,5394.0,4594.0,5094.0
YML132W,COS3,13,gene,7244,8383,+,Verified,1139,7238,8461.0,False,6938.0,7238.0,7238.0,7738.0
YML131W,YML131W,13,gene,10198,11295,+,Uncharacterized,1097,10165,11485.0,False,9865.0,10165.0,10165.0,10665.0
YML119W,YML119W,13,gene,30611,31684,+,Uncharacterized,1073,30519,31745.0,False,30219.0,30519.0,30519.0,31019.0
YML108W,YML108W,13,gene,54793,55110,+,Uncharacterized,317,54773,55311.0,False,54473.0,54773.0,54773.0,55273.0
YML100W-A,YML100W-A,13,gene,70138,70311,+,Uncharacterized,173,70129,70607.0,False,69829.0,70129.0,70129.0,70629.0
YML096W,YML096W,13,gene,79909,81486,+,Uncharacterized,1577,79886,81544.0,False,79586.0,79886.0,79886.0,80386.0
YML083C,YML083C,13,gene,99794,101050,-,Uncharacterized,1256,101050,,,101050.0,101350.0,100550.0,101050.0
YML082W,YML082W,13,gene,101862,103811,+,Uncharacterized,1949,101808,103872.0,False,101508.0,101808.0,101808.0,102308.0
YML081W,YML081W,13,gene,104777,108532,+,Uncharacterized,3755,104635,108617.0,False,104335.0,104635.0,104635.0,105135.0
YML079W,YML079W,13,gene,110247,110852,+,Uncharacterized,605,110239,110922.0,False,109939.0,110239.0,110239.0,110739.0
YML054C-A,YML054C-A,13,gene,167623,167781,-,Uncharacterized,158,167781,,,167781.0,168081.0,167281.0,167781.0
YML053C,YML053C,13,gene,169116,169754,-,Uncharacterized,638,169844,168956.0,False,169844.0,170144.0,169344.0,169844.0
YML037C,YML037C,13,gene,204386,205408,-,Uncharacterized,1022,205456,,False,205456.0,205756.0,204956.0,205456.0
YML020W,YML020W,13,gene,231149,233143,+,Uncharacterized,1994,230972,233289.0,False,230672.0,230972.0,230972.0,231472.0
YML018C,YML018C,13,gene,234771,235952,-,Uncharacterized,1181,236089,234640.0,False,236089.0,236389.0,235589.0,236089.0
YML007C-A,YML007C-A,13,gene,253162,253272,-,Uncharacterized,110,253322,,False,253322.0,253622.0,252822.0,253322.0
YML003W,YML003W,13,gene,263483,264355,+,Uncharacterized,872,263496,,False,263196.0,263496.0,263496.0,263996.0
YML002W,YML002W,13,gene,264541,266754,+,Uncharacterized,2213,264541,,,264241.0,264541.0,264541.0,265041.0
YMR001C-A,YMR001C-A,13,gene,271347,271577,-,Uncharacterized,230,271577,,,271577.0,271877.0,271077.0,271577.0
YMR010W,YMR010W,13,gene,285100,286317,+,Uncharacterized,1217,284892,286444.0,False,284592.0,284892.0,284892.0,285392.0
YMR018W,YMR018W,13,gene,310208,311752,+,Uncharacterized,1544,310208,,,309908.0,310208.0,310208.0,310708.0
YMR027W,YMR027W,13,gene,325877,327289,+,Uncharacterized,1412,325787,327367.0,False,325487.0,325787.0,325787.0,326287.0
YMR031C,YMR031C,13,gene,332212,334743,-,Uncharacterized,2531,334818,332047.0,False,334818.0,335118.0,334318.0,334818.0
YMR030W-A,YMR030W-A,13,gene,337313,337603,+,Uncharacterized,290,337313,,,337013.0,337313.0,337313.0,337813.0
YMR034C,YMR034C,13,gene,339418,340722,-,Uncharacterized,1304,340856,,False,340856.0,341156.0,340356.0,340856.0
YMR074C,YMR074C,13,gene,413036,413473,-,Verified,437,413493,412966.0,False,413493.0,413793.0,412993.0,413493.0
YMR079W,SEC14,13,gene,424989,426059,+,Verified,1070,424946,426390.0,False,424646.0,424946.0,424946.0,425446.0
YMR084W,YMR084W,13,gene,436628,437416,+,Uncharacterized,788,436364,,False,436064.0,436364.0,436364.0,436864.0
YMR085W,YMR085W,13,gene,437491,438789,+,Uncharacterized,1298,437491,,,437191.0,437491.0,437491.0,437991.0
YMR086W,YMR086W,13,gene,439208,442090,+,Verified,2882,439147,442234.0,False,438847.0,439147.0,439147.0,439647.0
YMR087W,YMR087W,13,gene,442527,443381,+,Verified,854,442470,443416.0,False,442170.0,442470.0,442470.0,442970.0
YMR090W,YMR090W,13,gene,449245,449928,+,Uncharacterized,683,449133,449994.0,False,448833.0,449133.0,449133.0,449633.0
YMR099C,YMR099C,13,gene,463934,464827,-,Verified,893,464851,463846.0,False,464851.0,465151.0,464351.0,464851.0
YMR102C,YMR102C,13,gene,469848,472352,-,Uncharacterized,2504,472510,469730.0,False,472510.0,472810.0,472010.0,472510.0
YMR105W-A,YMR105W-A,13,gene,478064,478258,+,Uncharacterized,194,478064,,,477764.0,478064.0,478064.0,478564.0
YMR111C,YMR111C,13,gene,492404,493792,-,Uncharacterized,1388,493903,492224.0,False,493903.0,494203.0,493403.0,493903.0
YMR114C,YMR114C,13,gene,496343,497449,-,Verified,1106,497482,496250.0,False,497482.0,497782.0,496982.0,497482.0
YMR118C,YMR118C,13,gene,502144,502734,-,Uncharacterized,590,502555,,False,502555.0,502855.0,502055.0,502555.0
YMR122W-A,YMR122W-A,13,gene,511315,511569,+,Uncharacterized,254,511272,511815.0,False,510972.0,511272.0,511272.0,511772.0
YMR124W,YMR124W,13,gene,514456,517287,+,Uncharacterized,2831,514228,517349.0,False,513928.0,514228.0,514228.0,514728.0
YMR130W,YMR130W,13,gene,532119,533027,+,Uncharacterized,908,532044,533103.0,False,531744.0,532044.0,532044.0,532544.0
YMR134W,YMR134W,13,gene,537838,538551,+,Uncharacterized,713,537810,538819.0,False,537510.0,537810.0,537810.0,538310.0
YMR144W,YMR144W,13,gene,553362,554390,+,Uncharacterized,1028,553255,554560.0,False,552955.0,553255.0,553255.0,553755.0
YMR147W,YMR147W,13,gene,559199,559870,+,Uncharacterized,671,559176,,False,558876.0,559176.0,559176.0,559676.0
YMR155W,YMR155W,13,gene,568551,570194,+,Uncharacterized,1643,568552,570336.0,False,568252.0,568552.0,568552.0,569052.0
YMR158C-A,YMR158C-A,13,gene,573194,573331,-,Uncharacterized,137,573331,,,573331.0,573631.0,572831.0,573331.0
YMR160W,YMR160W,13,gene,575066,577516,+,Uncharacterized,2450,575020,577570.0,False,574720.0,575020.0,575020.0,575520.0
YMR166C,YMR166C,13,gene,593367,594473,-,Uncharacterized,1106,594656,593145.0,False,594656.0,594956.0,594156.0,594656.0
YMR169C,ALD3,13,gene,599352,600872,-,Verified,1520,601139,599298.0,False,601139.0,601439.0,600639.0,601139.0
YMR175W-A,YMR175W-A,13,gene,611314,611508,+,Uncharacterized,194,611314,,,611014.0,611314.0,611314.0,611814.0
YMR178W,YMR178W,13,gene,618479,619303,+,Uncharacterized,824,618433,619451.0,False,618133.0,618433.0,618433.0,618933.0
YMR181C,YMR181C,13,gene,623616,624080,-,Uncharacterized,464,624259,623476.0,False,624259.0,624559.0,623759.0,624259.0
YMR182W-A,YMR182W-A,13,gene,625811,625897,+,Uncharacterized,86,625811,,,625511.0,625811.0,625811.0,626311.0
YMR185W,YMR185W,13,gene,629025,631970,+,Uncharacterized,2945,628968,632030.0,False,628668.0,628968.0,628968.0,629468.0
YMR187C,YMR187C,13,gene,634689,635984,-,Uncharacterized,1295,636007,634641.0,False,636007.0,636307.0,635507.0,636007.0
YMR196W,YMR196W,13,gene,655076,658342,+,Uncharacterized,3266,655010,658514.0,False,654710.0,655010.0,655010.0,655510.0
YMR206W,YMR206W,13,gene,675896,676837,+,Uncharacterized,941,675512,,False,675212.0,675512.0,675512.0,676012.0
YMR209C,YMR209C,13,gene,685911,687284,-,Uncharacterized,1373,687319,685743.0,False,687319.0,687619.0,686819.0,687319.0
YMR210W,YMR210W,13,gene,687516,688865,+,Verified,1349,687494,688925.0,False,687194.0,687494.0,687494.0,687994.0
YMR221C,YMR221C,13,gene,713931,715445,-,Uncharacterized,1514,715447,713845.0,False,715447.0,715747.0,714947.0,715447.0
YMR226C,YMR226C,13,gene,721593,722396,-,Verified,803,722447,721533.0,False,722447.0,722747.0,721947.0,722447.0
YMR230W-A,YMR230W-A,13,gene,733268,733456,+,Uncharacterized,188,733268,,,732968.0,733268.0,733268.0,733768.0
YMR242W-A,YMR242W-A,13,gene,754297,754386,+,Uncharacterized,89,754297,,,753997.0,754297.0,754297.0,754797.0
YMR244W,YMR244W,13,gene,757250,758317,+,Uncharacterized,1067,757250,,,756950.0,757250.0,757250.0,757750.0
YMR244C-A,YMR244C-A,13,gene,758517,758831,-,Uncharacterized,314,759079,758402.0,False,759079.0,759379.0,758579.0,759079.0
YMR247W-A,YMR247W-A,13,gene,769283,769426,+,Uncharacterized,143,769283,,,768983.0,769283.0,769283.0,769783.0
YMR252C,YMR252C,13,gene,775315,775719,-,Uncharacterized,404,775783,775133.0,False,775783.0,776083.0,775283.0,775783.0
YMR253C,YMR253C,13,gene,775946,777190,-,Uncharacterized,1244,777267,775919.0,False,777267.0,777567.0,776767.0,777267.0
YMR258C,YMR258C,13,gene,782620,784281,-,Uncharacterized,1661,784360,782588.0,False,784360.0,784660.0,783860.0,784360.0
YMR259C,YMR259C,13,gene,784621,788883,-,Uncharacterized,4262,788943,784503.0,False,788943.0,789243.0,788443.0,788943.0
YMR262W,YMR262W,13,gene,793726,794667,+,Uncharacterized,941,793717,794856.0,False,793417.0,793717.0,793717.0,794217.0
YMR265C,YMR265C,13,gene,796540,797925,-,Uncharacterized,1385,797940,796466.0,False,797940.0,798240.0,797440.0,797940.0
YMR272W-B,YMR272W-B,13,gene,811089,811196,+,Uncharacterized,107,811137,,False,810837.0,811137.0,811137.0,811637.0
YMR279C,YMR279C,13,gene,824729,826351,-,Uncharacterized,1622,826351,,,826351.0,826651.0,825851.0,826351.0
YMR291W,YMR291W,13,gene,852630,854390,+,Uncharacterized,1760,852548,854569.0,False,852248.0,852548.0,852548.0,853048.0
YMR295C,YMR295C,13,gene,858297,858890,-,Verified,593,858946,858108.0,False,858946.0,859246.0,858446.0,858946.0
YMR310C,YMR310C,13,gene,895716,896669,-,Uncharacterized,953,896715,895649.0,False,896715.0,897015.0,896215.0,896715.0
YMR315W,YMR315W,13,gene,902800,903849,+,Verified,1049,902699,903961.0,False,902399.0,902699.0,902699.0,903199.0
YMR315W-A,YMR315W-A,13,gene,904286,904393,+,Uncharacterized,107,904286,,,903986.0,904286.0,904286.0,904786.0
YMR317W,YMR317W,13,gene,907364,910786,+,Uncharacterized,3422,907364,,,907064.0,907364.0,907364.0,907864.0
YMR321C,YMR321C,13,gene,917579,917896,-,Uncharacterized,317,917896,,,917896.0,918196.0,917396.0,917896.0
YMR322C,SNO4,13,gene,918366,919079,-,Uncharacterized,713,919079,,,919079.0,919379.0,918579.0,919079.0
YMR323W,ERR3,13,gene,920088,921401,+,Verified,1313,920088,,,919788.0,920088.0,920088.0,920588.0
YMR325W,PAU19,13,gene,922641,923015,+,Verified,374,922641,,,922341.0,922641.0,922641.0,923141.0
YNL339C,YRF1-6,14,gene,371,6098,-,Verified,5727,6168,295.0,False,6168.0,6468.0,5668.0,6168.0
YNL332W,THI12,14,gene,14832,15854,+,Verified,1022,14832,,,14532.0,14832.0,14832.0,15332.0
YNL321W,VNX1,14,gene,34696,37422,+,Verified,2726,34696,,,34396.0,34696.0,34696.0,35196.0
YNL320W,YNL320W,14,gene,37700,38554,+,Uncharacterized,854,37644,38648.0,False,37344.0,37644.0,37644.0,38144.0
YNL305C,YNL305C,14,gene,58898,59791,-,Uncharacterized,893,59823,58806.0,False,59823.0,60123.0,59323.0,59823.0
YNL295W,YNL295W,14,gene,76946,78520,+,Uncharacterized,1574,76810,78661.0,False,76510.0,76810.0,76810.0,77310.0
YNL277W-A,YNL277W-A,14,gene,116679,116867,+,Uncharacterized,188,116679,,,116379.0,116679.0,116679.0,117179.0
YNL260C,YNL260C,14,gene,156859,157455,-,Uncharacterized,596,157371,156518.0,False,157371.0,157671.0,156871.0,157371.0
YNL247W,YNL247W,14,gene,182875,185178,+,Verified,2303,182888,185322.0,False,182588.0,182888.0,182888.0,183388.0
YNL234W,YNL234W,14,gene,210233,211513,+,Uncharacterized,1280,210181,211590.0,False,209881.0,210181.0,210181.0,210681.0
YNL217W,YNL217W,14,gene,240331,241311,+,Uncharacterized,980,240305,241415.0,False,240005.0,240305.0,240305.0,240805.0
YNL211C,YNL211C,14,gene,250055,250315,-,Uncharacterized,260,250381,249821.0,False,250381.0,250681.0,249881.0,250381.0
YNL208W,YNL208W,14,gene,254418,255017,+,Verified,599,254391,255113.0,False,254091.0,254391.0,254391.0,254891.0
YNL200C,YNL200C,14,gene,263713,264453,-,Uncharacterized,740,264558,263600.0,False,264558.0,264858.0,264058.0,264558.0
YNL195C,YNL195C,14,gene,271523,272308,-,Uncharacterized,785,272051,271431.0,False,272051.0,272351.0,271551.0,272051.0
YNL194C,YNL194C,14,gene,272710,273615,-,Verified,905,273615,,,273615.0,273915.0,273115.0,273615.0
YNL193W,YNL193W,14,gene,274368,276044,+,Uncharacterized,1676,274354,276096.0,False,274054.0,274354.0,274354.0,274854.0
YNL190W,YNL190W,14,gene,282395,283009,+,Uncharacterized,614,282113,,False,281813.0,282113.0,282113.0,282613.0
YNL181W,YNL181W,14,gene,298335,299558,+,Uncharacterized,1223,298263,299674.0,False,297963.0,298263.0,298263.0,298763.0
YNL176C,YNL176C,14,gene,305070,306980,-,Uncharacterized,1910,307170,304820.0,False,307170.0,307470.0,306670.0,307170.0
YNL165W,YNL165W,14,gene,323832,325052,+,Uncharacterized,1220,323760,325204.0,False,323460.0,323760.0,323760.0,324260.0
YNL162W-A,YNL162W-A,14,gene,330329,330547,+,Uncharacterized,218,330305,330923.0,False,330005.0,330305.0,330305.0,330805.0
YNL155W,YNL155W,14,gene,342516,343340,+,Uncharacterized,824,342413,343429.0,False,342113.0,342413.0,342413.0,342913.0
YNL146C-A,YNL146C-A,14,gene,351386,351580,-,Uncharacterized,194,351775,351343.0,False,351775.0,352075.0,351275.0,351775.0
YNL146W,YNL146W,14,gene,351715,352017,+,Uncharacterized,302,351593,352336.0,False,351293.0,351593.0,351593.0,352093.0
YNL144C,YNL144C,14,gene,352820,355042,-,Uncharacterized,2222,355254,352763.0,False,355254.0,355554.0,354754.0,355254.0
YNL134C,YNL134C,14,gene,372451,373581,-,Uncharacterized,1130,373648,372401.0,False,373648.0,373948.0,373148.0,373648.0
YNL126W,SPC98,14,gene,387227,389767,+,Verified,2540,387165,389769.0,False,386865.0,387165.0,387165.0,387665.0
YNL122C,YNL122C,14,gene,398023,398370,-,Uncharacterized,347,398343,397893.0,False,398343.0,398643.0,397843.0,398343.0
YNL115C,YNL115C,14,gene,410119,412053,-,Uncharacterized,1934,412092,409967.0,False,412092.0,412392.0,411592.0,412092.0
YNL108C,YNL108C,14,gene,419014,419826,-,Uncharacterized,812,419865,418870.0,False,419865.0,420165.0,419365.0,419865.0
YNL097C-B,YNL097C-B,14,gene,440797,440919,-,Uncharacterized,122,440913,440580.0,False,440913.0,441213.0,440413.0,440913.0
YNL095C,YNL095C,14,gene,444912,446840,-,Uncharacterized,1928,447057,444803.0,False,447057.0,447357.0,446557.0,447057.0
YNL092W,YNL092W,14,gene,450871,452073,+,Uncharacterized,1202,450823,452082.0,False,450523.0,450823.0,450823.0,451323.0
YNL067W-B,YNL067W-B,14,gene,499417,499557,+,Uncharacterized,140,499417,,,499117.0,499417.0,499417.0,499917.0
YNL058C,YNL058C,14,gene,515763,516713,-,Uncharacterized,950,516781,515661.0,False,516781.0,517081.0,516281.0,516781.0
YNL050C,YNL050C,14,gene,534079,534982,-,Uncharacterized,903,535017,534012.0,False,535017.0,535317.0,534517.0,535017.0
YNL046W,YNL046W,14,gene,542304,542822,+,Uncharacterized,518,542328,542977.0,False,542028.0,542328.0,542328.0,542828.0
YNL042W-B,YNL042W-B,14,gene,547113,547370,+,Uncharacterized,257,547084,,False,546784.0,547084.0,547084.0,547584.0
YNL040W,YNL040W,14,gene,553380,554750,+,Uncharacterized,1370,553381,554888.0,False,553081.0,553381.0,553381.0,553881.0
YNL035C,YNL035C,14,gene,568522,569691,-,Uncharacterized,1169,569759,568315.0,False,569759.0,570059.0,569259.0,569759.0
YNL034W,YNL034W,14,gene,570477,572315,+,Uncharacterized,1838,570477,,,570177.0,570477.0,570477.0,570977.0
YNL033W,YNL033W,14,gene,572999,573853,+,Uncharacterized,854,572999,,,572699.0,572999.0,572999.0,573499.0
YNL024C,YNL024C,14,gene,587107,587847,-,Uncharacterized,740,587877,586998.0,False,587877.0,588177.0,587377.0,587877.0
YNL022C,YNL022C,14,gene,591427,592899,-,Uncharacterized,1472,592925,591268.0,False,592925.0,593225.0,592425.0,592925.0
YNL019C,YNL019C,14,gene,598376,599230,-,Uncharacterized,854,599420,,False,599420.0,599720.0,598920.0,599420.0
YNL018C,YNL018C,14,gene,599936,601774,-,Uncharacterized,1838,601774,,,601774.0,602074.0,601274.0,601774.0
YNL011C,YNL011C,14,gene,611836,613170,-,Uncharacterized,1334,613191,611756.0,False,613191.0,613491.0,612691.0,613191.0
YNL010W,YNL010W,14,gene,613635,614360,+,Uncharacterized,725,613597,614464.0,False,613297.0,613597.0,613597.0,614097.0
YNR014W,YNR014W,14,gene,652465,653103,+,Uncharacterized,638,652196,653256.0,False,651896.0,652196.0,652196.0,652696.0
YNR021W,YNR021W,14,gene,668377,669591,+,Uncharacterized,1214,668351,669776.0,False,668051.0,668351.0,668351.0,668851.0
YNR029C,YNR029C,14,gene,677199,678488,-,Uncharacterized,1289,678500,677065.0,False,678500.0,678800.0,678000.0,678500.0
YNR034W-A,YNR034W-A,14,gene,692561,692857,+,Uncharacterized,296,692367,692978.0,False,692067.0,692367.0,692367.0,692867.0
YNR040W,YNR040W,14,gene,699690,700460,+,Uncharacterized,770,699691,700516.0,False,699391.0,699691.0,699691.0,700191.0
YNR048W,YNR048W,14,gene,711630,712811,+,Verified,1181,711572,713000.0,False,711272.0,711572.0,711572.0,712072.0
YNR061C,YNR061C,14,gene,742881,743540,-,Uncharacterized,659,743627,742563.0,False,743627.0,743927.0,743127.0,743627.0
YNR062C,YNR062C,14,gene,744360,745343,-,Uncharacterized,983,744977,744127.0,False,744977.0,745277.0,744477.0,744977.0
YNR063W,YNR063W,14,gene,746943,748766,+,Uncharacterized,1823,746869,,False,746569.0,746869.0,746869.0,747369.0
YNR064C,YNR064C,14,gene,749136,750008,-,Verified,872,750008,,,750008.0,750308.0,749508.0,750008.0
YNR065C,YNR065C,14,gene,750350,753700,-,Uncharacterized,3350,753700,,,753700.0,754000.0,753200.0,753700.0
YNR066C,YNR066C,14,gene,753725,755035,-,Uncharacterized,1310,754983,,False,754983.0,755283.0,754483.0,754983.0
YNR068C,YNR068C,14,gene,760067,760885,-,Uncharacterized,818,761053,759829.0,False,761053.0,761353.0,760553.0,761053.0
YNR071C,YNR071C,14,gene,770440,771468,-,Uncharacterized,1028,771468,,,771468.0,771768.0,770968.0,771468.0
YNR072W,HXT17,14,gene,772657,774351,+,Verified,1694,772657,,,772357.0,772657.0,772657.0,773157.0
YNR073C,YNR073C,14,gene,774792,776300,-,Uncharacterized,1508,776286,774671.0,False,776286.0,776586.0,775786.0,776286.0
YNR074C,AIF1,14,gene,777602,778738,-,Verified,1136,778877,777385.0,False,778877.0,779177.0,778377.0,778877.0
YNR075C-A,YNR075C-A,14,gene,781511,781603,-,Uncharacterized,92,781603,,,781603.0,781903.0,781103.0,781603.0
YNR076W,PAU6,14,gene,781918,782280,+,Verified,362,781918,,,781618.0,781918.0,781918.0,782418.0
YOL166W-A,YOL166W-A,15,gene,585,740,+,Uncharacterized,155,585,,,285.0,585.0,585.0,1085.0
YOL164W-A,YOL164W-A,15,gene,4130,4312,+,Uncharacterized,182,4130,,,3830.0,4130.0,4130.0,4630.0
YOL163W,YOL163W,15,gene,9597,10106,+,Uncharacterized,509,9295,,False,8995.0,9295.0,9295.0,9795.0
YOL162W,YOL162W,15,gene,10119,10766,+,Uncharacterized,647,10119,,,9819.0,10119.0,10119.0,10619.0
YOL159C-A,YOL159C-A,15,gene,15233,15505,-,Uncharacterized,272,15533,15146.0,False,15533.0,15833.0,15033.0,15533.0
YOL159C,YOL159C,15,gene,17281,17796,-,Verified,515,17829,17253.0,False,17829.0,18129.0,17329.0,17829.0
YOL155W-A,YOL155W-A,15,gene,27084,27218,+,Uncharacterized,134,27084,,,26784.0,27084.0,27084.0,27584.0
YOL131W,YOL131W,15,gene,73031,73357,+,Uncharacterized,326,73031,,,72731.0,73031.0,73031.0,73531.0
YOL114C,YOL114C,15,gene,103317,103925,-,Uncharacterized,608,103938,103279.0,False,103938.0,104238.0,103438.0,103938.0
YOL107W,YOL107W,15,gene,112102,113130,+,Uncharacterized,1028,112051,113194.0,False,111751.0,112051.0,112051.0,112551.0
YOL098C,YOL098C,15,gene,132725,135838,-,Uncharacterized,3113,135917,132435.0,False,135917.0,136217.0,135417.0,135917.0
YOL097W-A,YOL097W-A,15,gene,136220,136405,+,Uncharacterized,185,136035,136644.0,False,135735.0,136035.0,136035.0,136535.0
YOL092W,YOL092W,15,gene,144204,145130,+,Uncharacterized,926,144180,145173.0,False,143880.0,144180.0,144180.0,144680.0
YOL087C,YOL087C,15,gene,155287,158637,-,Uncharacterized,3350,158958,155027.0,False,158958.0,159258.0,158458.0,158958.0
YOL086W-A,YOL086W-A,15,gene,159173,159445,+,Uncharacterized,272,159117,159540.0,False,158817.0,159117.0,159117.0,159617.0
YOL075C,YOL075C,15,gene,189658,193542,-,Uncharacterized,3884,193622,189467.0,False,193622.0,193922.0,193122.0,193622.0
YOL073C,YOL073C,15,gene,193832,194800,-,Uncharacterized,968,194837,193785.0,False,194837.0,195137.0,194337.0,194837.0
YOL057W,YOL057W,15,gene,220767,222902,+,Verified,2135,220720,223050.0,False,220420.0,220720.0,220720.0,221220.0
YOL047C,YOL047C,15,gene,241614,242747,-,Uncharacterized,1133,242747,,,242747.0,243047.0,242247.0,242747.0
