Gene_ID,Gene_name,Fourier_score,P_value,FDR,Cell_cycle_phase
YER053C,PIC2,6.287671493,0.03066,0.092144839,NA
YJR012C,YJR012C,6.353162113,0.03065,0.092144839,NA
YOR127W,RGA1,6.671899667,0.03065,0.092144839,NA
YNL216W,RAP1,6.608753799,0.03106,0.09329683,NA
YGR021W,YGR021W,6.540043826,0.03111,0.093396831,NA
YGR121C,MEP1,6.019061076,0.03124,0.093736769,NA
YKL017C,HCS1,6.487707177,0.03126,0.093746459,NA
YGR174W-A,YGR174W-A,6.393871931,0.03129,0.093786113,NA
YPL030W,TRM44,6.415595736,0.03139,0.094035423,NA
YBR125C,PTC4,6.249598761,0.03145,0.094164703,NA
YER064C,YER064C,6.52335516,0.03153,0.09430321,NA
YGL136C,MRM2,6.514929586,0.03152,0.09430321,NA
YCR059C,YIH1,6.107815114,0.03168,0.094549493,NA
YGL090W,LIF1,6.573944806,0.03168,0.094549493,NA
YLR066W,SPC3,6.263320921,0.03168,0.094549493,NA
YML100W-A,YML100W-A,6.597161171,0.03163,0.094549493,NA
YDR515W,SLF1,6.524741022,0.03174,0.094678015,NA
YJL165C,HAL5,6.015216295,0.03184,0.094925653,NA
YER136W,GDI1,6.21922179,0.0321,0.095547923,NA
YJL204C,RCY1,6.3806057,0.03209,0.095547923,NA
YNL116W,DMA2,6.641184995,0.03208,0.095547923,NA
YKL043W,PHD1,6.577453864,0.03224,0.095892287,NA
YMR302C,YME2,6.338600789,0.03225,0.095892287,NA
YPL050C,MNN9,6.286234911,0.0323,0.095989899,NA
YLR191W,PEX13,6.348698477,0.03232,0.0959983,NA
YCL004W,PGS1,6.379128618,0.03244,0.096252442,NA
YOR065W,CYT1,6.560167015,0.03243,0.096252442,NA
YAL003W,EFB1,6.432423907,0.03248,0.09632,NA
YJL197W,UBP12,6.473125884,0.03255,0.096476405,NA
YOR079C,ATX2,6.281830221,0.03257,0.096484526,NA
YDR490C,PKH1,6.538363301,0.03261,0.096530334,NA
YDR498C,SEC20,6.561772873,0.03262,0.096530334,NA
YNL320W,YNL320W,6.646796215,0.0327,0.096694289,NA
YNR058W,BIO3,6.447996392,0.03271,0.096694289,NA
YJR005C-A,YJR005C-A,6.553444757,0.03273,0.096702273,NA
YAR014C,BUD14,6.515672033,0.03284,0.096873668,NA
YBR215W,HPC2,6.495515943,0.03284,0.096873668,NA
YJR140C,HIR3,6.579730171,0.03282,0.096873668,NA
YML054C,CYB2,6.0039153,0.03286,0.09688154,NA
YJR048W,CYC1,6.5009827,0.03291,0.096977807,NA
YNR067C,DSE4,6.470759091,0.033,0.097170037,NA
YPL119C-A,YPL119C-A,6.489886986,0.03301,0.097170037,NA
YNL131W,TOM22,6.499650375,0.03307,0.097295421,NA
YHR142W,CHS7,6.520535648,0.03318,0.097567701,NA
YLR011W,LOT6,6.553892949,0.03324,0.097692744,NA
YMR247C,RKR1,6.5636341,0.03326,0.097700158,NA
YBR222C,PCS60,6.557201683,0.03336,0.097942437,NA
YBR003W,COQ1,6.319683906,0.0334,0.098008399,NA
YKL007W,CAP1,6.233201025,0.03346,0.098132949,NA
YBR114W,RAD16,6.285660726,0.03378,0.099019507,NA
YNL046W,YNL046W,6.571987327,0.03392,0.099377778,NA
YIR025W,MND2,6.428985021,0.03396,0.09944285,NA
YBR128C,ATG14,6.429147436,0.03407,0.099712723,NA
YLR357W,RSC2,6.544430947,0.03414,0.099865306,NA
YNL306W,MRPS18,6.164716113,0.03424,0.100105439,NA
YMR066W,SOV1,6.261575682,0.03429,0.100176071,NA
YHR160C,PEX18,5.730074976,0.0343,0.100176071,NA
YHR128W,FUR1,6.150937329,0.0344,0.100415666,NA
YGR129W,SYF2,6.489530597,0.03448,0.10059666,NA
YPL162C,YPL162C,6.575034897,0.0345,0.100602504,NA
YKL197C,PEX1,6.469216448,0.0346,0.100841502,NA
YMR056C,AAC1,6.463621984,0.03483,0.101458937,NA
YGL256W,ADH4,6.533003173,0.03486,0.101493438,NA
YKR038C,KAE1,6.431953557,0.03489,0.101527902,NA
YGL045W,RIM8,6.38876495,0.03495,0.101596724,NA
YGR091W,PRP31,6.368660364,0.03495,0.101596724,NA
YLR242C,ARV1,6.409553468,0.03497,0.101602027,NA
YIL136W,OM45,6.128222671,0.03502,0.101694442,NA
YER053C-A,YER053C-A,6.580338614,0.03505,0.101710166,NA
YLR385C,SWC7,6.125568655,0.03508,0.101710166,NA
YMR012W,CLU1,6.523139705,0.03507,0.101710166,NA
YLR121C,YPS3,6.409564936,0.03515,0.101807513,NA
YPL249C,GYP5,6.440888269,0.03514,0.101807513,NA
YML011C,RAD33,6.507981871,0.03519,0.101870585,NA
YGL241W,KAP114,6.291136929,0.03528,0.101972699,NA
YNL085W,MKT1,6.511314257,0.03525,0.101972699,NA
YNL021W,HDA1,6.425957592,0.03528,0.101972699,NA
YDR185C,UPS3,6.378044654,0.03533,0.102064444,NA
YAL047C,SPC72,6.235746342,0.03536,0.102098347,NA
YCR052W,RSC6,6.475325456,0.03549,0.102420805,NA
YGL242C,YGL242C,6.109779417,0.0357,0.102920578,NA
YJL213W,YJL213W,6.344813139,0.03569,0.102920578,NA
YIL124W,AYR1,6.176711766,0.03573,0.102953969,NA
YMR244C-A,YMR244C-A,6.525651871,0.0358,0.103102524,NA
YGR161W-C,YGR161W-C,6.292737597,0.03584,0.103164573,NA
YLR291C,GCD7,6.232482736,0.03617,0.104060885,NA
YOR204W,DED1,5.781442435,0.03631,0.104409928,NA
YBR157C,ICS2,6.417856194,0.03636,0.104446249,NA
YNL047C,SLM2,6.354058769,0.03635,0.104446249,NA
YKL191W,DPH2,6.463650504,0.03649,0.104765845,NA
YDR132C,YDR132C,6.353487654,0.03651,0.104769456,NA
YGR134W,CAF130,6.360903899,0.0368,0.10554746,NA
YLR316C,TAD3,6.518595275,0.03698,0.106009333,NA
YPR071W,YPR071W,6.323922055,0.03709,0.106270169,NA
YMR020W,FMS1,6.230809223,0.03746,0.107275307,NA
YER031C,YPT31,6.440343316,0.03749,0.107306247,NA
YBL046W,PSY4,5.919947511,0.03765,0.107709058,NA
YDR462W,MRPL28,6.228760784,0.0378,0.108056186,NA
YOR095C,RKI1,6.404467743,0.03781,0.108056186,NA
YBR241C,YBR241C,6.358373336,0.03797,0.108347269,NA
YOR239W,ABP140,6.496072486,0.03794,0.108347269,NA
YGL015C,YGL015C,6.238552854,0.03797,0.108347269,NA
YEL071W,DLD3,5.80818369,0.03801,0.108379296,NA
YML088W,UFO1,6.379902181,0.03802,0.108379296,NA
YLR095C,IOC2,6.515515962,0.03804,0.10838104,NA
YIL034C,CAP2,5.975408633,0.03816,0.10866755,NA
YJL174W,KRE9,6.40082438,0.0382,0.108726069,NA
YGR052W,FMP48,6.29136207,0.03825,0.108812977,NA
YJL133C-A,YJL133C-A,6.156496294,0.03828,0.10884293,NA
YFR015C,GSY1,5.786619523,0.0383,0.108844433,NA
YML007C-A,YML007C-A,6.2726411,0.03836,0.108959553,NA
YDL042C,SIR2,6.25455507,0.03842,0.109019188,NA
YDR477W,SNF1,6.393174085,0.03841,0.109019188,NA
YJL066C,MPM1,6.23573892,0.03868,0.109701268,NA
YGL113W,SLD3,6.022264871,0.03875,0.109844067,NA
YPL119C,DBP1,6.178273892,0.0388,0.109930056,NA
YDR088C,SLU7,5.626409735,0.03884,0.109987639,NA
YGR017W,YGR017W,6.437966544,0.03889,0.110073468,NA
YGL248W,PDE1,5.956124805,0.03893,0.110130921,NA
YJR036C,HUL4,6.271477611,0.03902,0.110329691,NA
YPR051W,MAK3,6.168431434,0.03932,0.111121739,NA
YDL139C,SCM3,6.331702468,0.03944,0.111404548,NA
YHR043C,DOG2,5.716691187,0.0395,0.111517677,NA
YER124C,DSE1,6.449912512,0.03962,0.1118,NA
YNL032W,SIW14,6.331777871,0.03988,0.112476892,NA
YPR078C,YPR078C,5.860362728,0.03998,0.112645262,NA
YEL011W,GLC3,5.73073221,0.03997,0.112645262,NA
YBL006C,LDB7,6.366736833,0.04001,0.112672997,NA
YDL033C,SLM3,6.401388271,0.04005,0.112728852,NA
YIL063C,YRB2,6.454152968,0.04009,0.112756036,NA
YMR218C,TRS130,6.422601422,0.0401,0.112756036,NA
YER078C,ICP55,6.311874726,0.04013,0.112782672,NA
YGL037C,PNC1,5.957445441,0.04017,0.112782672,NA
YOL030W,GAS5,6.389550062,0.04015,0.112782672,NA
YGR234W,YHB1,6.440518926,0.04027,0.113006677,NA
YDR390C,UBA2,6.375467189,0.04033,0.113118264,NA
YIR028W,DAL4,6.206038164,0.04039,0.113229739,NA
YLR154C,RNH203,6.416970259,0.04045,0.113284319,NA
YPR106W,ISR1,6.426551466,0.04043,0.113284319,NA
YLR272C,YCS4,6.224443007,0.04059,0.113619479,NA
YOR350C,MNE1,6.339382903,0.04075,0.11401026,NA
YJL154C,VPS35,6.1932141,0.04087,0.11423165,NA
YJR035W,RAD26,6.410081212,0.04085,0.11423165,NA
YFR010W,UBP6,6.23670053,0.04092,0.114314243,NA
YLR445W,YLR445W,5.950032851,0.04109,0.114731818,NA
YHR176W,FMO1,6.185841928,0.04114,0.114755312,NA
YLL001W,DNM1,6.387733499,0.04116,0.114755312,NA
YLR053C,YLR053C,5.81182637,0.04114,0.114755312,NA
YGL067W,NPY1,6.272555668,0.04129,0.115058744,NA
YDR522C,SPS2,6.227666591,0.04131,0.115058744,NA
YJR099W,YUH1,6.266230261,0.04143,0.115335508,NA
YDR129C,SAC6,5.796405517,0.04149,0.115445047,NA
YKL218C,SRY1,6.102504247,0.04172,0.115969567,NA
YOR059C,YOR059C,6.355364335,0.0417,0.115969567,NA
YGL096W,TOS8,6.335241951,0.04178,0.116078628,NA
YJL180C,ATP12,6.106685824,0.04194,0.116465276,NA
YHR189W,PTH1,6.325910839,0.04201,0.116601738,NA
YDR003W,RCR2,6.336856359,0.04212,0.116849032,NA
YBR033W,EDS1,6.178480489,0.04224,0.11712381,NA
YIL135C,VHS2,6.315453373,0.04248,0.117727948,NA
YOR109W,INP53,6.105215149,0.0425,0.117727948,NA
YLR245C,CDD1,6.382445655,0.04255,0.117808073,NA
YEL049W,PAU2,6.245401802,0.04262,0.117940426,NA
YMR097C,MTG1,6.23162284,0.04264,0.117940426,NA
YML068W,ITT1,6.317920841,0.04271,0.118044884,NA
YOR298W,MUM3,6.394051956,0.04272,0.118044884,NA
YLR401C,DUS3,6.235583917,0.04285,0.118345603,NA
YDL176W,YDL176W,6.413286861,0.04289,0.118366732,NA
YOR313C,SPS4,6.370647982,0.0429,0.118366732,NA
YBR289W,SNF5,6.378988793,0.04303,0.118666848,NA
YDR343C,HXT6,6.071536198,0.04306,0.118691026,NA
YPR026W,ATH1,6.163747768,0.04318,0.118963135,NA
YGR046W,TAM41,6.157929156,0.04321,0.118987143,NA
YKL192C,ACP1,6.090813737,0.04335,0.119255167,NA
YML109W,ZDS2,5.939277939,0.04334,0.119255167,NA
YPL133C,RDS2,6.316481385,0.04341,0.119361485,NA
YGR194C,XKS1,6.087624074,0.04345,0.119412734,NA
YDR517W,GRH1,6.228246186,0.0435,0.119432711,NA
YIL006W,YIA6,6.269188438,0.04349,0.119432711,NA
YBL005W,PDR3,6.335679168,0.04356,0.119538733,NA
YPR141C,KAR3,6.283162036,0.04371,0.119891511,NA
YMR152W,YIM1,6.105947232,0.04404,0.12073742,NA
YML127W,RSC9,6.257637711,0.04432,0.12144549,NA
YJL016W,YJL016W,5.931190089,0.04446,0.121709794,NA
YKL047W,YKL047W,6.040796593,0.04444,0.121709794,NA
YPL148C,PPT2,6.284489936,0.04458,0.121978561,NA
YDL049C,KNH1,6.34476586,0.04462,0.122028278,NA
YOR124C,UBP2,6.286864279,0.04483,0.122542641,NA
YMR054W,STV1,6.350109889,0.04489,0.122646676,NA
YLR251W,SYM1,5.903148783,0.04492,0.122668686,NA
YOR198C,BFR1,6.070280349,0.04514,0.123209277,NA
YLR413W,YLR413W,6.151653662,0.04537,0.123776623,NA
YER110C,KAP123,6.260617045,0.04548,0.124016195,NA
YIR027C,DAL1,6.321286678,0.04559,0.124255534,NA
YPL252C,YAH1,6.216144431,0.04574,0.124603606,NA
YKR088C,TVP38,6.281365204,0.0459,0.124972152,NA
YOR315W,SFG1,6.323345576,0.04592,0.124972152,NA
YDL054C,MCH1,5.95833791,0.04595,0.124992944,NA
YAL008W,FUN14,5.846620435,0.04602,0.125122471,NA
YLR007W,NSE1,6.201533444,0.04612,0.125333398,NA
YPR147C,YPR147C,6.314901142,0.04637,0.125951555,NA
YBR059C,AKL1,6.006025183,0.0465,0.126120815,NA
YDR461C-A,YDR461C-A,6.254450043,0.04649,0.126120815,NA
YLR085C,ARP6,6.328559928,0.04647,0.126120815,NA
YMR083W,ADH3,6.277751911,0.04654,0.126168089,NA
YER085C,YER085C,6.272354576,0.0467,0.126479167,NA
YKR015C,YKR015C,6.241281163,0.04669,0.126479167,NA
YNL224C,SQS1,6.128665213,0.04677,0.126607409,NA
YKL212W,SAC1,5.960281059,0.04682,0.126681413,NA
YML096W,YML096W,6.15956788,0.04699,0.127018424,NA
YML029W,USA1,6.16539817,0.04699,0.127018424,NA
YMR036C,MIH1,6.301383232,0.04702,0.127038086,NA
YBR295W,PCA1,6.176456819,0.04711,0.127219758,NA
YBR137W,YBR137W,5.743010495,0.04726,0.127563206,NA
YDR519W,FPR2,5.646999066,0.04744,0.127987259,NA
YIL107C,PFK26,5.904708216,0.04757,0.128276073,NA
YER158C,YER158C,6.178166584,0.04767,0.128421831,NA
YKL096C-B,YKL096C-B,5.905472664,0.04765,0.128421831,NA
YIL029C,YIL029C,6.189015703,0.04776,0.128540395,NA
YPL034W,YPL034W,6.0660759,0.04774,0.128540395,NA
YCR014C,POL4,6.294587892,0.04802,0.12917796,NA
YGL047W,ALG13,6.219627599,0.04818,0.129546032,NA
YEL041W,YEF1,6.147993928,0.04825,0.12954731,NA
YMR072W,ABF2,6.220266788,0.04825,0.12954731,NA
YFR035C,YFR035C,5.886716026,0.04825,0.12954731,NA
YDL230W,PTP1,5.925732274,0.04849,0.130129189,NA
YDR294C,DPL1,6.203036938,0.04857,0.130281334,NA
YDR074W,TPS2,6.159331769,0.04865,0.130433333,NA
YOR308C,SNU66,6.071507438,0.04877,0.130692378,NA
YHR022C,YHR022C,6.153440131,0.04884,0.13081725,NA
YDR223W,CRF1,6.132156303,0.04892,0.130906079,NA
YER152C,YER152C,6.233706053,0.04891,0.130906079,NA
YBR043C,QDR3,6.02572023,0.04896,0.130950431,NA
YIL060W,YIL060W,6.324806334,0.04913,0.131342276,NA
YDL171C,GLT1,6.043061014,0.04939,0.131848185,NA
YDR005C,MAF1,5.886369005,0.04937,0.131848185,NA
YMR114C,YMR114C,6.25161895,0.04938,0.131848185,NA
YFL016C,MDJ1,6.233211993,0.04948,0.131962405,NA
YPL145C,KES1,6.026460016,0.04947,0.131962405,NA
YBR219C,YBR219C,6.068150257,0.04951,0.131979447,NA
YDR358W,GGA1,6.207913658,0.04962,0.132209628,NA
YFL011W,HXT10,6.053352058,0.04974,0.132466222,NA
YDL127W,PCL2,6.240628033,0.04988,0.13277581,NA
YMR086W,YMR086W,6.162530055,0.04999,0.133005283,NA
YKL140W,TGL1,6.224426023,0.05009,0.133207945,NA
YKL215C,OXP1,6.041680099,0.05013,0.133250927,NA
YBR072C-A,YBR072C-A,6.119220979,0.05018,0.133320437,NA
YMR265C,YMR265C,6.214389135,0.05021,0.13333677,NA
YDL142C,CRD1,6.087209955,0.05025,0.13337963,NA
YDR256C,CTA1,6.057315701,0.05044,0.133820408,NA
YGR117C,YGR117C,5.651145489,0.05048,0.133862998,NA
YJR127C,RSF2,6.12993509,0.05055,0.133985064,NA
YDR374W-A,YDR374W-A,6.154147658,0.05059,0.134017006,NA
YGR161C,RTS3,5.565576804,0.05061,0.134017006,NA
YBR288C,APM3,6.126391053,0.05072,0.134244697,NA
YML130C,ERO1,6.08751637,0.05088,0.134604449,NA
YBR056W,YBR056W,5.614156246,0.05093,0.134662175,NA
YJR106W,ECM27,5.967121453,0.05095,0.134662175,NA
YOR279C,RFM1,6.037447445,0.051,0.134730624,NA
YKR082W,NUP133,6.239571608,0.05105,0.134799008,NA
YOR214C,YOR214C,5.774190984,0.05108,0.134814542,NA
YPR084W,YPR084W,6.070773744,0.05112,0.134856442,NA
YMR194C-B,CMC4,5.623643296,0.05121,0.135030142,NA
YJL125C,GCD14,6.179857521,0.0514,0.135467232,NA
YGR001C,YGR001C,6.064162155,0.05147,0.135587795,NA
YHL034C,SBP1,6.050153791,0.0515,0.13560292,NA
YJL090C,DPB11,6.169225804,0.05161,0.135828578,NA
YDL192W,ARF1,5.939920428,0.05169,0.135975106,NA
YER007C-A,TMA20,6.215523914,0.05172,0.135990028,NA
YKL142W,MRP8,5.689901106,0.05179,0.136110061,NA
YDR229W,IVY1,5.913357552,0.05185,0.136139737,NA
YOL052C-A,DDR2,5.337473733,0.05183,0.136139737,NA
YOR273C,TPO4,6.227829455,0.05202,0.136521972,NA
YMR006C,PLB2,6.06303251,0.05207,0.136589066,NA
YCL042W,YCL042W,5.762952958,0.05222,0.136918293,NA
YDR114C,YDR114C,6.212734294,0.05232,0.137116174,NA
YBR199W,KTR4,5.995452989,0.05262,0.137787219,NA
YER049W,TPA1,6.125777697,0.05265,0.137787219,NA
YGL208W,SIP2,5.832737399,0.05263,0.137787219,NA
YNL195C,YNL195C,6.163936741,0.05278,0.138062798,NA
YGL005C,COG7,6.107533117,0.05308,0.138782601,NA
YJR015W,YJR015W,6.068749802,0.05314,0.138874521,NA
YMR111C,YMR111C,5.934376589,0.05329,0.139201449,NA
YJL171C,YJL171C,6.208154099,0.05344,0.139528071,NA
YGR120C,COG2,6.055235947,0.05359,0.139854388,NA
YER121W,YER121W,5.296887664,0.05381,0.139997115,NA
YIR003W,AIM21,5.899601335,0.05379,0.139997115,NA
YKL063C,YKL063C,6.119086303,0.05374,0.139997115,NA
YNL200C,YNL200C,5.516026207,0.05381,0.139997115,NA
YNL091W,NST1,6.223968254,0.05382,0.139997115,NA
YFL020C,PAU5,6.192782165,0.05376,0.139997115,NA
YLL046C,RNP1,6.110187263,0.05378,0.139997115,NA
YJR098C,YJR098C,5.85303179,0.05409,0.140620595,NA
YMR013C,SEC59,6.114939612,0.05411,0.140620595,NA
YDL145C,COP1,6.082586718,0.05421,0.140749605,NA
YHR208W,BAT1,6.105222689,0.05419,0.140749605,NA
YGL117W,YGL117W,6.13602008,0.05427,0.140839972,NA
YLR104W,LCL2,6.024361855,0.05436,0.141008074,NA
YDL135C,RDI1,5.952161402,0.0544,0.141046382,NA
YPR117W,YPR117W,6.13891158,0.0545,0.141240148,NA
YDL015C,TSC13,6.08007691,0.05459,0.141407831,NA
YDL227C,HO,6.082219819,0.05463,0.141445901,NA
YER162C,RAD4,5.985007693,0.05471,0.141559898,NA
YGR258C,RAD2,6.087106898,0.05475,0.141559898,NA
YNL277W-A,YNL277W-A,6.128595504,0.05474,0.141559898,NA
YGL126W,SCS3,6.126868419,0.05483,0.141687384,NA
YNL311C,SKP2,6.043587505,0.05485,0.141687384,NA
YKL193C,SDS22,6.091841581,0.05489,0.141725219,NA
YGL183C,MND1,6.117840524,0.05497,0.141866251,NA
YOL054W,PSH1,5.991385613,0.05504,0.141981357,NA
YOR142W,LSC1,6.032914495,0.05508,0.142019004,NA
YIR023W,DAL81,6.103152864,0.05532,0.142572061,NA
YHR063C,PAN5,6.05144988,0.05546,0.142867005,NA
YKR004C,ECM9,6.156548321,0.05553,0.142981437,NA
YCL010C,SGF29,6.022205494,0.05556,0.142992818,NA
YGR266W,YGR266W,6.122840417,0.05569,0.143261436,NA
YKL094W,YJU3,6.079034031,0.05592,0.143720828,NA
YPR047W,MSF1,5.894822259,0.05592,0.143720828,NA
YFL034C-B,MOB2,5.869353024,0.05625,0.144436151,NA
YJR131W,MNS1,6.10347409,0.05624,0.144436151,NA
YAL028W,FRT2,5.86875888,0.05637,0.144677824,NA
YIL139C,REV7,6.03656076,0.05641,0.144714043,NA
YPL157W,TGS1,6.006283487,0.05671,0.145416927,NA
YJR060W,CBF1,6.118827525,0.05689,0.1458116,NA
YIL093C,RSM25,5.860710129,0.05692,0.145821632,NA
YML058W-A,HUG1,5.90923365,0.05711,0.146241365,NA
YCR028C,FEN2,6.124221096,0.05715,0.146276786,NA
YGR066C,YGR066C,5.398937773,0.05757,0.147284348,NA
YDR018C,YDR018C,5.65590354,0.0577,0.147549405,NA
YMR278W,PGM3,6.133471749,0.05798,0.148197622,NA
YDR326C,YSP2,6.048466501,0.05805,0.148308729,NA
YJR059W,PTK2,5.880957123,0.05811,0.148394198,NA
YNR059W,MNT4,6.056045064,0.05814,0.148403014,NA
YBR183W,YPC1,6.054374303,0.05826,0.148573631,NA
YHR169W,DBP8,6.089509215,0.05824,0.148573631,NA
YBR198C,TAF5,6.053546124,0.05839,0.148769417,NA
YDR524C,AGE1,6.01598835,0.05839,0.148769417,NA
YGL017W,ATE1,5.899132927,0.0585,0.148913934,NA
YNL298W,CLA4,6.100092493,0.05849,0.148913934,NA
YLR166C,SEC10,6.09725877,0.05867,0.149278698,NA
YNR057C,BIO4,6.126088626,0.05884,0.14964313,NA
YNR041C,COQ2,5.935520418,0.05901,0.150007231,NA
YLR314C,CDC3,6.083989966,0.05904,0.150015273,NA
YCR027C,RHB1,5.834542359,0.05913,0.150175693,NA
YJR083C,ACF4,5.998695461,0.05919,0.150259809,NA
YMR135C,GID8,6.104426547,0.05922,0.150267726,NA
YDL238C,GUD1,5.998475544,0.05925,0.150275635,NA
YMR088C,VBA1,6.040568358,0.05931,0.150291432,NA
YPR037C,ERV2,5.902707799,0.05929,0.150291432,NA
YHR116W,COX23,5.983188153,0.05956,0.150778235,NA
YJL046W,AIM22,6.056611089,0.05957,0.150778235,NA
YOR201C,MRM1,6.039023613,0.05961,0.150778235,NA
YPL150W,YPL150W,6.093763367,0.0596,0.150778235,NA
YJR126C,VPS70,5.996659726,0.05964,0.150785889,NA
YGL134W,PCL10,6.11047009,0.05973,0.150945163,NA
YGL058W,RAD6,6.048517826,0.05987,0.151230592,NA
YJR149W,YJR149W,4.818111241,0.05992,0.151288528,NA
YNL199C,GCR2,6.054946972,0.06006,0.151573544,NA
YGL191W,COX13,5.936384953,0.06013,0.151681724,NA
YDR295C,HDA2,5.857070478,0.06017,0.151714163,NA
YFR034C,PHO4,5.744820252,0.06023,0.151796979,NA
YNL044W,YIP3,6.058952143,0.06027,0.151829338,NA
YHR112C,YHR112C,5.804541217,0.06031,0.151861667,NA
YML030W,AIM31,5.90423316,0.06035,0.151893967,NA
YDR023W,SES1,5.94211184,0.06042,0.151933333,NA
YDR435C,PPM1,5.723419475,0.0604,0.151933333,NA
YDR479C,PEX29,6.06239214,0.06052,0.152116367,NA
YDR093W,DNF2,5.844502931,0.06083,0.152826831,NA
YPR114W,YPR114W,5.916947623,0.06122,0.153668523,NA
YDL169C,UGX2,5.679734332,0.0612,0.153668523,NA
YCR030C,SYP1,5.794875906,0.06128,0.15373127,NA
YOL083W,ATG34,5.485748951,0.0613,0.15373127,NA
YGL250W,RMR1,5.613764465,0.06136,0.153812735,NA
YOR184W,SER1,6.043005705,0.06155,0.154219857,NA
YCL040W,GLK1,5.793897065,0.06179,0.154613295,NA
YFR005C,SAD1,6.084895689,0.06175,0.154613295,NA
YJL063C,MRPL8,5.76351058,0.06177,0.154613295,NA
YMR184W,ADD37,5.876845339,0.06187,0.154744206,NA
YMR127C,SAS2,5.945846635,0.06191,0.154775,NA
YMR178W,YMR178W,5.980772625,0.06221,0.155386014,NA
YOR129C,AFI1,6.04799418,0.06219,0.155386014,NA
YBR253W,SRB6,5.884567724,0.06244,0.155890844,NA
YKR100C,SKG1,5.961694229,0.06248,0.155921071,NA
YDR353W,TRR1,5.997359129,0.0626,0.156150826,NA
YCR010C,ADY2,6.02314252,0.06265,0.156205843,NA
YKR020W,VPS51,5.898045704,0.06268,0.156210967,NA
YOR180C,DCI1,5.931086522,0.06281,0.156465196,NA
YPL222W,FMP40,5.698580104,0.06297,0.156793898,NA
YDR082W,STN1,6.078301286,0.06303,0.156873419,NA
YOR122C,PFY1,6.017665128,0.0631,0.156977748,NA
YBR293W,VBA2,6.038531642,0.06324,0.15725605,NA
YIL092W,YIL092W,6.049536341,0.06346,0.157732948,NA
YJR091C,JSN1,5.910155819,0.06349,0.157737378,NA
YGL145W,TIP20,6.025845154,0.06367,0.158114305,NA
YLR018C,POM34,6.005486178,0.06377,0.158292318,NA
YLL050C,COF1,5.781978101,0.06414,0.15914008,NA
YJL205C,NCE101,5.833779764,0.06417,0.159143878,NA
YGL203C,KEX1,6.0349147,0.06428,0.159345987,NA
YOR020C,HSP10,5.903803022,0.06434,0.159424025,NA
YDR242W,AMD2,5.857559636,0.0646,0.15995467,NA
YHR111W,UBA4,5.760494392,0.06463,0.15995467,NA
YML056C,IMD4,5.996575569,0.06464,0.15995467,NA
YOR247W,SRL1,5.968311386,0.06493,0.160601195,NA
YPL170W,DAP1,6.027471266,0.06506,0.16085157,NA
YDL067C,COX9,6.005203841,0.06526,0.161274713,NA
YHR016C,YSC84,5.943837661,0.06545,0.161483407,NA
YOL087C,YOL087C,5.888912143,0.06543,0.161483407,NA
YOR278W,HEM4,5.920835383,0.06546,0.161483407,NA
YNL128W,TEP1,6.004738437,0.06546,0.161483407,NA
YDR468C,TLG1,6.01202537,0.06555,0.161634098,NA
YHR192W,YHR192W,5.798848057,0.06575,0.162055776,NA
YER020W,GPA2,5.922110419,0.06592,0.162403173,NA
YGL101W,YGL101W,5.982622964,0.06611,0.162799515,NA
YHR106W,TRR2,5.662686216,0.06626,0.162953542,NA
YMR099C,YMR099C,5.9847518,0.06624,0.162953542,NA
YNL176C,YNL176C,5.925309677,0.06626,0.162953542,NA
YCL018W,LEU2,5.859500687,0.06643,0.16329978,NA
YIL072W,HOP1,5.986887419,0.06649,0.163375429,NA
YLR250W,SSP120,5.95440034,0.06658,0.163524692,NA
YDR270W,CCC2,5.881888298,0.06665,0.163624726,NA
YDR354W,TRP4,5.912024054,0.06675,0.163750943,NA
YOL137W,BSC6,5.961483506,0.06676,0.163750943,NA
YPL096C-A,ERI1,5.934317377,0.0668,0.163777193,NA
YJR096W,YJR096W,5.260933524,0.06693,0.164023981,NA
YMR267W,PPA2,5.91999716,0.06697,0.164050088,NA
YOR034C,AKR2,5.980905627,0.06728,0.164737276,NA
YER026C,CHO1,5.965783009,0.06733,0.164787522,NA
YLR398C,SKI2,5.982135616,0.0674,0.164886652,NA
YNL036W,NCE103,5.332980615,0.06753,0.165132415,NA
YDR405W,MRP20,5.901315533,0.06757,0.16515798,NA
YGL174W,BUD13,5.844403882,0.0677,0.165403409,NA
YMR233W,TRI1,5.916563729,0.06778,0.165526518,NA
YLR356W,ATG33,5.58802337,0.06815,0.166357424,NA
YBR262C,AIM5,5.876416842,0.06831,0.166675207,NA
YPL077C,YPL077C,5.898933712,0.06846,0.166968325,NA
YNL167C,SKO1,5.9423477,0.06861,0.167237211,NA
YPL152W-A,YPL152W-A,5.874005325,0.06865,0.167237211,NA
YDR263C,DIN7,5.954547756,0.06866,0.167237211,NA
YKL112W,ABF1,5.678870677,0.06874,0.167359146,NA
YGR167W,CLC1,5.747771614,0.06891,0.1677,NA
YBR263W,SHM1,5.825049568,0.06896,0.167748651,NA
YOR245C,DGA1,5.763146051,0.06918,0.168210613,NA
YLR189C,ATG26,5.872373633,0.06926,0.168331913,NA
YMR256C,COX7,5.915748636,0.06941,0.168623164,NA
YDR028C,REG1,5.816333085,0.06955,0.168889878,NA
YOL047C,YOL047C,5.942289741,0.06963,0.169010725,NA
YMR298W,LIP1,5.943598452,0.0702,0.170320313,NA
